CandidateID,RequisitionID,Department,JobTitle,JobLevel,ApplicationDate,SourceChannel,HighestStageReached,Hired,EmployeeID,ApplicationToHireDays
CAND04215,REQ00690,SALES,Account Executive,Mid-Level,01-03-26,Company Careers Site,Hired,Yes,EMP00690,27
CAND04216,REQ00690,Sales,Account Executive,Mid-Level,06-03-26,Job Board,Skills Assessment,No,,
CAND04217,REQ00690,Sales,Account Executive,Mid-Level,02-03-26,University Recruiting,Skills Assessment,No,,
CAND04218,REQ00690,Sales,Account Executive,Mid-Level,07-03-26,Company Careers Site,Applied,No,,
CAND04219,REQ00690,Sales,Account Executive,Mid-Level,27-02-26,Job Board,Withdrew,No,,
CAND04220,REQ00690,Sales,Account Executive,Mid-Level,28-02-26,LinkedIn,Withdrew,No,,
CAND04221,REQ00691,Sales,Sales Manager,Manager,15-02-25,LinkedIn,Hired,Yes,EMP00691,14
CAND04222,REQ00691,Sales,Sales Manager,Manager,20-02-25,LinkedIn,Withdrew,No,,
CAND04223,REQ00691,Sales,Sales Manager,Manager,10-02-25,LinkedIn,Applied,No,,
CAND04224,REQ00691,Sales,Sales Manager,Manager,14-02-25,Recruiting Agency,Withdrew,No,,
CAND04225,REQ00691,SALES,Sales Manager,Manager,20-02-25,Referral,Skills Assessment,No,,
CAND04226,REQ00692,Marketing,Marketing Coordinator,Entry-Level,20-11-24,Recruiting Agency,Hired,Yes,EMP00692,18
CAND04227,REQ00692,Marketing,Marketing Coordinator,Entry-Level,17-11-24,University Recruiting,Phone Screen,No,,
CAND04228,REQ00692,Marketing,Marketing Coordinator,Entry-Level,20-11-24,Job Board,Withdrew,No,,
CAND04229,REQ00693,Product,Product Manager,Mid-Level,16-04-25,Referral,Hired,Yes,EMP00693,7
CAND04230,REQ00693,Product,Product Manager,Mid-Level,12-04-25,Referral,Phone Screen,No,,
CAND04231,REQ00693,Product,Product Manager,Mid-Level,18-04-25,Referral,Applied,No,,
CAND04232,REQ00693,Product,Product Manager,Mid-Level,20-04-25,Referral,Applied,No,,
CAND04233,REQ00693,Product,Product Manager,Mid-Level,22-04-25,Company Careers Site,Offer Extended,No,,
CAND04234,REQ00693,Product,Product Manager,Mid-Level,21-04-25,LinkedIn,Onsite Interview,No,,
CAND04235,REQ00694,Product,Senior Product Manager,Senior,29-08-24,Referral,Hired,Yes,EMP00694,25
CAND04236,REQ00694,Product,Senior Product Manager,Senior,02-09-24,LinkedIn,Phone Screen,No,,
CAND04237,REQ00694,Product,Senior Product Manager,Senior,06-09-24,Job Board,Withdrew,No,,
CAND04238,REQ00694,Product,Senior Product Manager,Senior,23-08-24,Job Board,Onsite Interview,No,,
CAND04239,REQ00694,Product,Senior Product Manager,Senior,19-08-24,University Recruiting,Phone Screen,No,,
CAND04240,REQ00695,Sales,Sales Development Rep,Entry-Level,20-12-25,Job Board,Hired,Yes,EMP00695,14
CAND04241,REQ00695,Sales,Sales Development Rep,Entry-Level,28-12-25,Job Board,Offer Extended,No,,
CAND04242,REQ00695,Sales,Sales Development Rep,Entry-Level,11-12-25,Referral,Skills Assessment,No,,
CAND04243,REQ00695,Sales,Sales Development Rep,Entry-Level,27-12-25,Company Careers Site,Applied,No,,
CAND04244,REQ00696,Sales,Senior Account Executive,Senior,15-04-25,Referral,Hired,Yes,EMP00696,19
CAND04245,REQ00696,SALES,Senior Account Executive,Senior,20-04-25,LinkedIn,Onsite Interview,No,,
CAND04246,REQ00696,Sales,Senior Account Executive,Senior,07-04-25,Recruiting Agency,Onsite Interview,No,,
CAND04247,REQ00696,Sales,Senior Account Executive,Senior,07-04-25,Company Careers Site,Applied,No,,
CAND04248,REQ00696,Sales,Senior Account Executive,Senior,21-04-25,Referral,Withdrew,No,,
CAND04249,REQ00696,Sales,Senior Account Executive,Senior,14-04-25,Job Board,Phone Screen,No,,
CAND04250,REQ00696,Sales,Senior Account Executive,Senior,16-04-25,LinkedIn,Skills Assessment,No,,
CAND04251,REQ00696,SALES,Senior Account Executive,Senior,16-04-25,LinkedIn,Offer Extended,No,,
CAND04252,REQ00697,Sales,Senior Sales Manager,Senior Manager,13-06-24,Company Careers Site,Hired,Yes,EMP00697,13
CAND04253,REQ00697,Sales,Senior Sales Manager,Senior Manager,07-06-24,Company Careers Site,Phone Screen,No,,
CAND04254,REQ00697,Sales,Senior Sales Manager,Senior Manager,21-06-24,Referral,Skills Assessment,No,,
CAND04255,REQ00697,Sales,Senior Sales Manager,Senior Manager,08-06-24,University Recruiting,Skills Assessment,No,,
CAND04256,REQ00697,Sales,Senior Sales Manager,Senior Manager,14-06-24,LinkedIn,Skills Assessment,No,,
CAND04257,REQ00697,Sales,Senior Sales Manager,Senior Manager,20-06-24,Referral,Phone Screen,No,,
CAND04258,REQ00697,Sales,Senior Sales Manager,Senior Manager,05-06-24,Job Board,Hired,No,,
CAND04259,REQ00697,Sales,Senior Sales Manager,Senior Manager,16-06-24,Company Careers Site,Onsite Interview,No,,
CAND04260,REQ00697,Sales,Senior Sales Manager,Senior Manager,16-06-24,LinkedIn,Onsite Interview,No,,
CAND04261,REQ00698,Sales,Chief Revenue Officer,C-Suite,05-05-26,Referral,Hired,Yes,EMP00698,20
CAND04262,REQ00698,Sales,Chief Revenue Officer,C-Suite,30-04-26,Job Board,Onsite Interview,No,,
CAND04263,REQ00698,Sales,Chief Revenue Officer,C-Suite,12-05-26,LinkedIn,Skills Assessment,No,,
CAND04264,REQ00698,Sales,Chief Revenue Officer,C-Suite,12-05-26,Referral,Applied,No,,
CAND04265,REQ00698,Sales,Chief Revenue Officer,C-Suite,14-05-26,Job Board,Hired,No,,
CAND04266,REQ00698,Sales,Chief Revenue Officer,C-Suite,29-04-26,Recruiting Agency,Withdrew,No,,
CAND04267,REQ00698,Sales,Chief Revenue Officer,C-Suite,12-05-26,Company Careers Site,Skills Assessment,No,,
CAND04268,REQ00698,Sales,Chief Revenue Officer,C-Suite,09-05-26,Referral,Phone Screen,No,,
CAND04269,REQ00698,Sales,Chief Revenue Officer,C-Suite,08-05-26,Job Board,Applied,No,,
CAND04270,REQ00699,Sales,Sales Development Rep,Entry-Level,18-11-24,Job Board,Hired,Yes,EMP00699,27
CAND04271,REQ00699,Sales,Sales Development Rep,Entry-Level,08-11-24,Referral,Withdrew,No,,
CAND04272,REQ00699,Sales,Sales Development Rep,Entry-Level,12-11-24,Recruiting Agency,Withdrew,No,,
CAND04273,REQ00699,Sales,Sales Development Rep,Entry-Level,23-11-24,Referral,Skills Assessment,No,,
CAND04274,REQ00699,Sales,Sales Development Rep,Entry-Level,21-11-24,University Recruiting,Onsite Interview,No,,
CAND04275,REQ00699,Sales,Sales Development Rep,Entry-Level,10-11-24,Company Careers Site,Skills Assessment,No,,
CAND04276,REQ00699,Sales,Sales Development Rep,Entry-Level,08-11-24,Referral,Withdrew,No,,
CAND04277,REQ00699,Sales,Sales Development Rep,Entry-Level,16-11-24,LinkedIn,Skills Assessment,No,,
CAND04278,REQ00699,Sales,Sales Development Rep,Entry-Level,26-11-24,Job Board,Phone Screen,No,,
CAND04279,REQ00700,Marketing,Marketing Specialist,Mid-Level,28-04-25,Referral,Hired,Yes,EMP00700,39
CAND04280,REQ00700,Marketing,Marketing Specialist,Mid-Level,26-04-25,LinkedIn,Hired,No,,
CAND04281,REQ00700,Marketing,Marketing Specialist,Mid-Level,06-05-25,Referral,Skills Assessment,No,,
CAND04282,REQ00700,Marketing,Marketing Specialist,Mid-Level,19-04-25,Recruiting Agency,Skills Assessment,No,,
CAND04283,REQ00701,Sales,Account Executive,Mid-Level,16-04-26,Recruiting Agency,Hired,Yes,EMP00701,29
CAND04284,REQ00701,Sales,Account Executive,Mid-Level,25-04-26,LinkedIn,Withdrew,No,,
CAND04285,REQ00701,Sales,Account Executive,Mid-Level,22-04-26,Company Careers Site,Skills Assessment,No,,
CAND04286,REQ00702,Finance,Financial Analyst II,Mid-Level,03-09-25,Job Board,Hired,Yes,EMP00702,18
CAND04287,REQ00702,Finance,Financial Analyst II,Mid-Level,09-09-25,Job Board,Onsite Interview,No,,
CAND04288,REQ00702,Finance,Financial Analyst II,Mid-Level,30-08-25,Company Careers Site,Skills Assessment,No,,
CAND04289,REQ00702,Finance,Financial Analyst II,Mid-Level,01-09-25,Recruiting Agency,Onsite Interview,No,,
CAND04290,REQ00702,Finance,Financial Analyst II,Mid-Level,03-09-25,Recruiting Agency,Phone Screen,No,,
CAND04291,REQ00702,Finance,Financial Analyst II,Mid-Level,01-09-25,Job Board,Phone Screen,No,,
CAND04292,REQ00702,Finance,Financial Analyst II,Mid-Level,31-08-25,University Recruiting,Phone Screen,No,,
CAND04293,REQ00703,Sales,Account Executive,Mid-Level,04-11-23,Referral,Hired,Yes,EMP00703,29
CAND04294,REQ00703,Sales,Account Executive,Mid-Level,11-11-23,Referral,Hired,No,,
CAND04295,REQ00703,Sales,Account Executive,Mid-Level,11-11-23,Recruiting Agency,Skills Assessment,No,,
CAND04296,REQ00703,Sales,Account Executive,Mid-Level,27-10-23,Recruiting Agency,Phone Screen,No,,
CAND04297,REQ00704,Finance,Financial Analyst I,Entry-Level,25-05-26,Job Board,Hired,Yes,EMP00704,31
CAND04298,REQ00704,Finance,Financial Analyst I,Entry-Level,19-05-26,LinkedIn,Onsite Interview,No,,
CAND04299,REQ00704,Finance,Financial Analyst I,Entry-Level,16-05-26,LinkedIn,Skills Assessment,No,,
CAND04300,REQ00704,Finance,Financial Analyst I,Entry-Level,01-06-26,LinkedIn,Hired,No,,
CAND04301,REQ00704,Finance,Financial Analyst I,Entry-Level,18-05-26,Job Board,Skills Assessment,No,,
CAND04302,REQ00705,Marketing,Director of Marketing,Director,30-08-25,Recruiting Agency,Hired,Yes,EMP00705,22
CAND04303,REQ00705,Marketing,Director of Marketing,Director,06-09-25,Company Careers Site,Skills Assessment,No,,
CAND04304,REQ00705,Marketing,Director of Marketing,Director,30-08-25,University Recruiting,Phone Screen,No,,
CAND04305,REQ00705,Marketing,Director of Marketing,Director,04-09-25,Recruiting Agency,Onsite Interview,No,,
CAND04306,REQ00705,Marketing,Director of Marketing,Director,22-08-25,Referral,Onsite Interview,No,,
CAND04307,REQ00705,Marketing,Director of Marketing,Director,23-08-25,LinkedIn,Applied,No,,
CAND04308,REQ00706,Product,Senior Group PM,Senior Manager,06-11-24,Referral,Hired,Yes,EMP00706,15
CAND04309,REQ00706,Product,Senior Group PM,Senior Manager,12-11-24,Recruiting Agency,Offer Extended,No,,
CAND04310,REQ00706,Product,Senior Group PM,Senior Manager,29-10-24,Company Careers Site,Applied,No,,
CAND04311,REQ00706,Product,Senior Group PM,Senior Manager,29-10-24,Job Board,Skills Assessment,No,,
CAND04312,REQ00706,Product,Senior Group PM,Senior Manager,29-10-24,Referral,Withdrew,No,,
CAND04313,REQ00707,Marketing,Marketing Coordinator,Entry-Level,11-12-23,Company Careers Site,Hired,Yes,EMP00707,34
CAND04314,REQ00707,Marketing,Marketing Coordinator,Entry-Level,14-12-23,Referral,Skills Assessment,No,,
CAND04315,REQ00707,Marketing,Marketing Coordinator,Entry-Level,14-12-23,Job Board,Withdrew,No,,
CAND04316,REQ00707,Marketing,Marketing Coordinator,Entry-Level,04-12-23,Company Careers Site,Applied,No,,
CAND04317,REQ00708,Engineering,Software Engineer II,Mid-Level,23-01-26,Referral,Hired,Yes,EMP00708,28
CAND04318,REQ00708,Engineering,Software Engineer II,Mid-Level,17-01-26,Job Board,Withdrew,No,,
CAND04319,REQ00708,Engineering,Software Engineer II,Mid-Level,14-01-26,Job Board,Applied,No,,
CAND04320,REQ00708,Engineering,Software Engineer II,Mid-Level,20-01-26,Referral,Skills Assessment,No,,
CAND04321,REQ00709,Finance,Financial Analyst II,Mid-Level,08-08-25,Company Careers Site,Hired,Yes,EMP00709,37
CAND04322,REQ00709,Finance,Financial Analyst II,Mid-Level,17-08-25,LinkedIn,Skills Assessment,No,,
CAND04323,REQ00709,Finance,Financial Analyst II,Mid-Level,16-08-25,Recruiting Agency,Onsite Interview,No,,
CAND04324,REQ00709,Finance,Financial Analyst II,Mid-Level,05-08-25,Referral,Onsite Interview,No,,
CAND04325,REQ00709,Finance,Financial Analyst II,Mid-Level,09-08-25,Job Board,Skills Assessment,No,,
CAND04326,REQ00709,Finance,Financial Analyst II,Mid-Level,13-08-25,Job Board,Skills Assessment,No,,
CAND04327,REQ00709,Finance,Financial Analyst II,Mid-Level,04-08-25,LinkedIn,Skills Assessment,No,,
CAND04328,REQ00709,Finance,Financial Analyst II,Mid-Level,15-08-25,Referral,Onsite Interview,No,,
CAND04329,REQ00710,Sales,Account Executive,Mid-Level,22-04-25,Referral,Hired,Yes,EMP00710,43
CAND04330,REQ00710,Sales,Account Executive,Mid-Level,29-04-25,Job Board,Phone Screen,No,,
CAND04331,REQ00710,Sales,Account Executive,Mid-Level,17-04-25,LinkedIn,Skills Assessment,No,,
CAND04332,REQ00710,Sales,Account Executive,Mid-Level,25-04-25,Referral,Offer Extended,No,,
CAND04333,REQ00710,Sales,Account Executive,Mid-Level,28-04-25,Referral,Phone Screen,No,,
CAND04334,REQ00710,Sales,Account Executive,Mid-Level,01-05-25,LinkedIn,Phone Screen,No,,
CAND04335,REQ00710,Sales,Account Executive,Mid-Level,16-04-25,Company Careers Site,Phone Screen,No,,
CAND04336,REQ00711,Engineering,Senior Software Engineer,Senior,17-04-26,Referral,Hired,Yes,EMP00711,25
CAND04337,REQ00711,Engineering,Senior Software Engineer,Senior,10-04-26,Recruiting Agency,Skills Assessment,No,,
CAND04338,REQ00711,Engineering,Senior Software Engineer,Senior,14-04-26,Job Board,Applied,No,,
CAND04339,REQ00711,Engineering,Senior Software Engineer,Senior,23-04-26,,Skills Assessment,No,,
CAND04340,REQ00711,Engineering,Senior Software Engineer,Senior,23-04-26,LinkedIn,Phone Screen,No,,
CAND04341,REQ00711,ENGINEERING,Senior Software Engineer,Senior,16-04-26,,Phone Screen,No,,
CAND04342,REQ00711,Engineering,Senior Software Engineer,Senior,08-04-26,LinkedIn,Skills Assessment,No,,
CAND04343,REQ00712,Sales,Senior Account Executive,Senior,12-01-26,LinkedIn,Hired,Yes,EMP00712,36
CAND04344,REQ00712,Sales,Senior Account Executive,Senior,05-01-26,Job Board,Offer Extended,No,,
CAND04345,REQ00712,Sales,Senior Account Executive,Senior,15-01-26,LinkedIn,Skills Assessment,No,,
CAND04346,REQ00713,Legal,Legal Manager,Manager,10-01-24,University Recruiting,Hired,Yes,EMP00713,28
CAND04347,REQ00713,Legal,Legal Manager,Manager,08-01-24,Job Board,Skills Assessment,No,,
CAND04348,REQ00713,Legal,Legal Manager,Manager,03-01-24,Referral,Applied,No,,
CAND04349,REQ00713,Legal,Legal Manager,Manager,03-01-24,Job Board,Applied,No,,
CAND04350,REQ00714,Engineering,Staff Engineer,Staff,09-09-24,Referral,Hired,Yes,EMP00714,30
CAND04351,REQ00714,Engineering,Staff Engineer,Staff,08-09-24,LinkedIn,Skills Assessment,No,,
CAND04352,REQ00714,Engineering,Staff Engineer,Staff,02-09-24,Company Careers Site,Onsite Interview,No,,
CAND04353,REQ00714,Engineering,Staff Engineer,Staff,03-09-24,LinkedIn,Onsite Interview,No,,
CAND04354,REQ00715,Sales,Senior Account Executive,Senior,02-06-24,Referral,Hired,Yes,EMP00715,31
CAND04355,REQ00715,Sales,Senior Account Executive,Senior,25-05-24,Recruiting Agency,Applied,No,,
CAND04356,REQ00715,Sales,Senior Account Executive,Senior,07-06-24,University Recruiting,Withdrew,No,,
CAND04357,REQ00715,Sales,Senior Account Executive,Senior,06-06-24,Recruiting Agency,Skills Assessment,No,,
CAND04358,REQ00715,Sales,Senior Account Executive,Senior,30-05-24,Company Careers Site,Withdrew,No,,
CAND04359,REQ00715,Sales,Senior Account Executive,Senior,08-06-24,LinkedIn,Skills Assessment,No,,
CAND04360,REQ00715,Sales,Senior Account Executive,Senior,06-06-24,Recruiting Agency,Skills Assessment,No,,
CAND04361,REQ00715,Sales,Senior Account Executive,Senior,23-05-24,Referral,Onsite Interview,No,,
CAND04362,REQ00715,Sales,Senior Account Executive,Senior,02-06-24,Company Careers Site,Onsite Interview,No,,
CAND04363,REQ00716,Customer Success,Senior CSM,Senior,16-12-25,Referral,Hired,Yes,EMP00716,43
CAND04364,REQ00716,Customer Success,Senior CSM,Senior,21-12-25,Company Careers Site,Skills Assessment,No,,
CAND04365,REQ00716,Customer Success,Senior CSM,Senior,12-12-25,Recruiting Agency,Skills Assessment,No,,
CAND04366,REQ00716,Customer Success,Senior CSM,Senior,22-12-25,Job Board,Onsite Interview,No,,
CAND04367,REQ00717,Marketing,Marketing Specialist,Mid-Level,22-12-22,University Recruiting,Hired,Yes,EMP00717,22
CAND04368,REQ00717,Marketing,Marketing Specialist,Mid-Level,13-12-22,LinkedIn,Applied,No,,
CAND04369,REQ00717,Marketing,Marketing Specialist,Mid-Level,26-12-22,Recruiting Agency,Skills Assessment,No,,
CAND04370,REQ00718,Design,Senior Product Designer,Senior,26-06-25,Referral,Hired,Yes,EMP00718,19
CAND04371,REQ00718,Design,Senior Product Designer,Senior,25-06-25,LinkedIn,Onsite Interview,No,,
CAND04372,REQ00718,Design,Senior Product Designer,Senior,18-06-25,LinkedIn,Withdrew,No,,
CAND04373,REQ00719,Engineering,Software Engineer II,Mid-Level,27-12-25,Recruiting Agency,Hired,Yes,EMP00719,22
CAND04374,REQ00719,Engineering,Software Engineer II,Mid-Level,22-12-25,Recruiting Agency,Skills Assessment,No,,
CAND04375,REQ00719,Engineering,Software Engineer II,Mid-Level,29-12-25,Job Board,Phone Screen,No,,
CAND04376,REQ00719,Engineering,Software Engineer II,Mid-Level,24-12-25,Referral,Applied,No,,
CAND04377,REQ00719,Engineering,Software Engineer II,Mid-Level,25-12-25,Referral,Applied,No,,
CAND04378,REQ00719,Engineering,Software Engineer II,Mid-Level,19-12-25,University Recruiting,Applied,No,,
CAND04379,REQ00719,Engineering,Software Engineer II,Mid-Level,26-12-25,Company Careers Site,Skills Assessment,No,,
CAND04380,REQ00720,Engineering,Software Engineer I,Entry-Level,20-03-26,Company Careers Site,Hired,Yes,EMP00720,30
CAND04381,REQ00720,Engineering,Software Engineer I,Entry-Level,28-03-26,Job Board,Onsite Interview,No,,
CAND04382,REQ00720,Engineering,Software Engineer I,Entry-Level,17-03-26,Company Careers Site,Skills Assessment,No,,
CAND04383,REQ00720,Engineering,Software Engineer I,Entry-Level,26-03-26,LinkedIn,Offer Extended,No,,
CAND04384,REQ00720,Engineering,Software Engineer I,Entry-Level,18-03-26,Job Board,Hired,No,,
CAND04385,REQ00720,Engineering,Software Engineer I,Entry-Level,11-03-26,LinkedIn,Onsite Interview,No,,
CAND04386,REQ00721,Sales,Account Executive,Mid-Level,01-10-24,Job Board,Hired,Yes,EMP00721,31
CAND04387,REQ00721,Sales,Account Executive,Mid-Level,21-09-24,University Recruiting,Applied,No,,
CAND04388,REQ00721,Sales,Account Executive,Mid-Level,05-10-24,Company Careers Site,Phone Screen,No,,
CAND04389,REQ00721,Sales,Account Executive,Mid-Level,08-10-24,LinkedIn,Onsite Interview,No,,
CAND04390,REQ00721,Sales,Account Executive,Mid-Level,24-09-24,LinkedIn,Onsite Interview,No,,
CAND04391,REQ00721,Sales,Account Executive,Mid-Level,30-09-24,Job Board,Applied,No,,
CAND04392,REQ00721,Sales,Account Executive,Mid-Level,10-10-24,LinkedIn,Withdrew,No,,
CAND04393,REQ00721,Sales,Account Executive,Mid-Level,21-09-24,Job Board,Withdrew,No,,
CAND04394,REQ00721,Sales,Account Executive,Mid-Level,08-10-24,LinkedIn,Phone Screen,No,,
CAND04395,REQ00722,Sales,Account Executive,Mid-Level,01-02-26,Company Careers Site,Hired,Yes,EMP00722,33
CAND04396,REQ00722,Sales,Account Executive,Mid-Level,26-01-26,Recruiting Agency,Applied,No,,
CAND04397,REQ00722,SALES,Account Executive,Mid-Level,29-01-26,LinkedIn,Applied,No,,
CAND04398,REQ00722,Sales,Account Executive,Mid-Level,24-01-26,LinkedIn,Phone Screen,No,,
CAND04399,REQ00723,Finance,Senior Finance Manager,Senior Manager,04-11-23,LinkedIn,Hired,Yes,EMP00723,23
CAND04400,REQ00723,Finance,Senior Finance Manager,Senior Manager,28-10-23,LinkedIn,Skills Assessment,No,,
CAND04401,REQ00723,Finance,Senior Finance Manager,Senior Manager,25-10-23,LinkedIn,Applied,No,,
CAND04402,REQ00723,Finance,Senior Finance Manager,Senior Manager,04-11-23,Job Board,Phone Screen,No,,
CAND04403,REQ00724,Engineering,Software Engineer II,Mid-Level,20-03-26,LinkedIn,Hired,Yes,EMP00724,7
CAND04404,REQ00724,Engineering,Software Engineer II,Mid-Level,28-03-26,Job Board,Offer Extended,No,,
CAND04405,REQ00724,Engineering,Software Engineer II,Mid-Level,10-03-26,Job Board,Phone Screen,No,,
CAND04406,REQ00724,Engineering,Software Engineer II,Mid-Level,27-03-26,LinkedIn,Applied,No,,
CAND04407,REQ00724,Engineering,Software Engineer II,Mid-Level,15-03-26,Recruiting Agency,Hired,No,,
CAND04408,REQ00725,Customer Success,Customer Success Manager,Mid-Level,09-11-23,LinkedIn,Hired,Yes,EMP00725,44
CAND04409,REQ00725,Customer Success,Customer Success Manager,Mid-Level,10-11-23,,Phone Screen,No,,
CAND04410,REQ00725,Customer Success,Customer Success Manager,Mid-Level,05-11-23,Referral,Skills Assessment,No,,
CAND04411,REQ00725,Customer Success,Customer Success Manager,Mid-Level,18-11-23,Referral,Offer Extended,No,,
CAND04412,REQ00725,Customer Success,Customer Success Manager,Mid-Level,04-11-23,LinkedIn,Onsite Interview,No,,
CAND04413,REQ00725,Customer Success,Customer Success Manager,Mid-Level,12-11-23,Job Board,Skills Assessment,No,,
CAND04414,REQ00725,Customer Success,Customer Success Manager,Mid-Level,30-10-23,Job Board,Hired,No,,
CAND04415,REQ00725,Customer Success,Customer Success Manager,Mid-Level,04-11-23,University Recruiting,Phone Screen,No,,
CAND04416,REQ00726,Engineering,Software Engineer II,Mid-Level,09-12-24,Company Careers Site,Hired,Yes,EMP00726,49
CAND04417,REQ00726,Engineering,Software Engineer II,Mid-Level,13-12-24,Referral,Applied,No,,
CAND04418,REQ00726,Engineering,Software Engineer II,Mid-Level,29-11-24,Referral,Skills Assessment,No,,
CAND04419,REQ00727,Engineering,Senior Software Engineer,Senior,19-01-26,Referral,Hired,Yes,EMP00727,39
CAND04420,REQ00727,Engineering,Senior Software Engineer,Senior,15-01-26,LinkedIn,Withdrew,No,,
CAND04421,REQ00727,Engineering,Senior Software Engineer,Senior,24-01-26,Company Careers Site,Applied,No,,
CAND04422,REQ00728,Sales,Sales Development Rep,Entry-Level,08-01-24,Company Careers Site,Hired,Yes,EMP00728,25
CAND04423,REQ00728,Sales,Sales Development Rep,Entry-Level,03-01-24,Company Careers Site,Skills Assessment,No,,
CAND04424,REQ00728,Sales,Sales Development Rep,Entry-Level,14-01-24,Referral,Applied,No,,
CAND04425,REQ00728,Sales,Sales Development Rep,Entry-Level,16-01-24,Job Board,Applied,No,,
CAND04426,REQ00728,Sales,Sales Development Rep,Entry-Level,16-01-24,University Recruiting,Withdrew,No,,
CAND04427,REQ00728,Sales,Sales Development Rep,Entry-Level,14-01-24,Job Board,Offer Extended,No,,
CAND04428,REQ00729,Sales,Director of Sales,Director,05-06-24,Referral,Hired,Yes,EMP00729,19
CAND04429,REQ00729,Sales,Director of Sales,Director,02-06-24,Referral,Onsite Interview,No,,
CAND04430,REQ00729,Sales,Director of Sales,Director,01-06-24,Recruiting Agency,Applied,No,,
CAND04431,REQ00729,Sales,Director of Sales,Director,31-05-24,Company Careers Site,Onsite Interview,No,,
CAND04432,REQ00730,Customer Success,CS Team Lead,Manager,29-10-25,Recruiting Agency,Hired,Yes,EMP00730,46
CAND04433,REQ00730,Customer Success,CS Team Lead,Manager,01-11-25,University Recruiting,Withdrew,No,,
CAND04434,REQ00730,Customer Success,CS Team Lead,Manager,28-10-25,Job Board,Phone Screen,No,,
CAND04435,REQ00730,Customer Success,CS Team Lead,Manager,03-11-25,Job Board,Phone Screen,No,,
CAND04436,REQ00730,Customer Success,CS Team Lead,Manager,28-10-25,Company Careers Site,Phone Screen,No,,
CAND04437,REQ00730,Customer Success,CS Team Lead,Manager,25-10-25,Referral,Offer Extended,No,,
CAND04438,REQ00730,Customer Success,CS Team Lead,Manager,06-11-25,,Phone Screen,No,,
CAND04439,REQ00731,People,Senior HR Business Partner,Senior,13-11-25,Company Careers Site,Hired,Yes,EMP00731,23
CAND04440,REQ00731,People,Senior HR Business Partner,Senior,15-11-25,LinkedIn,Phone Screen,No,,
CAND04441,REQ00731,People,Senior HR Business Partner,Senior,15-11-25,Recruiting Agency,Withdrew,No,,
CAND04442,REQ00731,People,Senior HR Business Partner,Senior,18-11-25,Company Careers Site,Withdrew,No,,
CAND04443,REQ00731,People,Senior HR Business Partner,Senior,05-11-25,University Recruiting,Skills Assessment,No,,
CAND04444,REQ00731,People,Senior HR Business Partner,Senior,15-11-25,Recruiting Agency,Withdrew,No,,
CAND04445,REQ00731,People,Senior HR Business Partner,Senior,11-11-25,Company Careers Site,Phone Screen,No,,
CAND04446,REQ00732,Sales,Senior Account Executive,Senior,16-08-25,Referral,Hired,Yes,EMP00732,29
CAND04447,REQ00732,Sales,Senior Account Executive,Senior,22-08-25,LinkedIn,Skills Assessment,No,,
CAND04448,REQ00732,Sales,Senior Account Executive,Senior,22-08-25,Company Careers Site,Applied,No,,
CAND04449,REQ00732,Sales,Senior Account Executive,Senior,21-08-25,Company Careers Site,Withdrew,No,,
CAND04450,REQ00732,Sales,Senior Account Executive,Senior,19-08-25,Job Board,Applied,No,,
CAND04451,REQ00732,Sales,Senior Account Executive,Senior,16-08-25,Recruiting Agency,Applied,No,,
CAND04452,REQ00733,Finance,Financial Analyst I,Entry-Level,10-10-25,LinkedIn,Hired,Yes,EMP00733,25
CAND04453,REQ00733,Finance,Financial Analyst I,Entry-Level,16-10-25,Recruiting Agency,Offer Extended,No,,
CAND04454,REQ00733,Finance,Financial Analyst I,Entry-Level,30-09-25,,Skills Assessment,No,,
CAND04455,REQ00733,Finance,Financial Analyst I,Entry-Level,19-10-25,University Recruiting,Applied,No,,
CAND04456,REQ00734,People,HR Generalist,Mid-Level,18-05-25,Company Careers Site,Hired,Yes,EMP00734,34
CAND04457,REQ00734,People,HR Generalist,Mid-Level,27-05-25,Recruiting Agency,Skills Assessment,No,,
CAND04458,REQ00734,People,HR Generalist,Mid-Level,10-05-25,Recruiting Agency,Applied,No,,
CAND04459,REQ00734,People,HR Generalist,Mid-Level,19-05-25,Recruiting Agency,Withdrew,No,,
CAND04460,REQ00734,People,HR Generalist,Mid-Level,16-05-25,Job Board,Withdrew,No,,
CAND04461,REQ00734,People,HR Generalist,Mid-Level,27-05-25,Company Careers Site,Applied,No,,
CAND04462,REQ00734,People,HR Generalist,Mid-Level,22-05-25,Job Board,Applied,No,,
CAND04463,REQ00735,Sales,Enterprise Account Executive,Staff,30-05-24,Referral,Hired,Yes,EMP00735,39
CAND04464,REQ00735,Sales,Enterprise Account Executive,Staff,30-05-24,LinkedIn,Withdrew,No,,
CAND04465,REQ00735,Sales,Enterprise Account Executive,Staff,06-06-24,LinkedIn,Withdrew,No,,
CAND04466,REQ00736,Marketing,Marketing Coordinator,Entry-Level,05-10-24,Job Board,Hired,Yes,EMP00736,29
CAND04467,REQ00736,Marketing,Marketing Coordinator,Entry-Level,11-10-24,Job Board,Onsite Interview,No,,
CAND04468,REQ00736,Marketing,Marketing Coordinator,Entry-Level,11-10-24,Referral,Withdrew,No,,
CAND04469,REQ00736,Marketing,Marketing Coordinator,Entry-Level,02-10-24,,Hired,No,,
