CompChangeID,EmployeeID,EffectiveDate,PreviousSalary,NewSalary,ChangeType,PercentChange
COMP00885,EMP00561,06-05-25,,178500,New Hire,
COMP00886,EMP00561,06-05-26,178500,182000,Annual Merit Increase,2.1
COMP00887,EMP00562,12-11-25,,126000,New Hire,
COMP00888,EMP00563,02-01-23,,77000,New Hire,
COMP00889,EMP00564,07-02-26,,74000,New Hire,
COMP00890,EMP00565,16-09-25,,197500,New Hire,
COMP00891,EMP00566,03-07-23,,116500,New Hire,
COMP00892,EMP00566,02-07-24,116500,121500,Annual Merit Increase,4.2
COMP00893,EMP00566,12-07-25,121500,124500,Annual Merit Increase,2.5
COMP00894,EMP00567,13-04-26,,94000,New Hire,
COMP00895,EMP00568,03-05-26,,109000,New Hire,
COMP00896,EMP00569,27-04-23,,132000,New Hire,
COMP00897,EMP00569,26-04-24,132000,139000,Annual Merit Increase,5.5
COMP00898,EMP00569,20-05-25,139000,152500,Promotion,9.8
COMP00899,EMP00569,03-07-26,152500,156000,Annual Merit Increase,2.4
COMP00900,EMP00570,18-08-24,,140500,New Hire,
COMP00901,EMP00571,11-02-26,,106000,New Hire,
COMP00902,EMP00572,08-01-26,,168500,New Hire,
COMP00903,EMP00573,06-03-24,,77000,New Hire,
COMP00904,EMP00574,01-05-24,,81000,New Hire,
COMP00905,EMP00574,01-05-25,81000,84500,Annual Merit Increase,4.6
COMP00906,EMP00574,13-07-26,84500,88000,Annual Merit Increase,4.2
COMP00907,EMP00575,28-12-24,,137000,New Hire,
COMP00908,EMP00575,28-12-25,137000,144500,Annual Merit Increase,5.6
COMP00909,EMP00576,01-04-25,,65500,New Hire,
COMP00910,EMP00576,01-04-26,65500,69000,Annual Merit Increase,5.7
COMP00911,EMP00577,23-09-25,,94500,New Hire,
COMP00912,EMP00578,08-12-24,,124500,New Hire,
COMP00913,EMP00578,08-12-25,124500,129000,Annual Merit Increase,3.6
COMP00914,EMP00579,05-04-25,,98500,New Hire,
COMP00915,EMP00580,28-01-26,,85500,New Hire,
COMP00916,EMP00581,16-01-23,,90500,New Hire,
COMP00917,EMP00582,11-07-24,,86500,New Hire,
COMP00918,EMP00582,11-07-25,86500,88500,Annual Merit Increase,2.2
COMP00919,EMP00582,27-05-26,88500,90500,Annual Merit Increase,2.5
COMP00920,EMP00583,05-12-25,,105500,New Hire,
COMP00921,EMP00584,04-05-26,,191500,New Hire,
COMP00922,EMP00585,30-05-25,,142500,New Hire,
COMP00923,EMP00585,30-05-26,142500,146000,Annual Merit Increase,2.3
COMP00924,EMP00586,06-06-25,,109500,New Hire,
COMP00925,EMP00586,06-06-26,109500,114000,Annual Merit Increase,4.3
COMP00926,EMP00587,14-10-23,,127000,New Hire,
COMP00927,EMP00587,13-10-24,127000,132500,Annual Merit Increase,4.4
COMP00928,EMP00588,22-03-25,,74500,New Hire,
COMP00929,EMP00588,22-03-26,74500,77000,Annual Merit Increase,3.4
COMP00930,EMP00589,19-06-25,,98000,New Hire,
COMP00931,EMP00589,19-06-26,98000,102000,Annual Merit Increase,4.3
COMP00932,EMP00590,09-06-24,,159500,New Hire,
COMP00933,EMP00591,12-08-24,,90500,New Hire,
COMP00934,EMP00591,12-08-25,90500,93000,Annual Merit Increase,2.8
COMP00935,EMP00591,03-07-26,93000,98000,Annual Merit Increase,5.6
COMP00936,EMP00592,11-12-24,,272500,New Hire,
COMP00937,EMP00592,11-12-25,272500,282500,Annual Merit Increase,3.6
COMP00938,EMP00593,14-11-22,,81000,New Hire,
COMP00939,EMP00594,23-10-24,,135500,New Hire,
COMP00940,EMP00594,23-10-25,135500,142000,Annual Merit Increase,4.7
COMP00941,EMP00595,16-05-24,,92000,New Hire,
COMP00942,EMP00595,16-05-25,92000,96000,Annual Merit Increase,4.4
COMP00943,EMP00596,01-10-24,,86500,New Hire,
COMP00944,EMP00596,01-10-25,86500,91000,Annual Merit Increase,5.2
COMP00945,EMP00597,13-12-23,,93000,New Hire,
COMP00946,EMP00598,23-05-26,,124500,New Hire,
COMP00947,EMP00599,21-08-25,,116500,New Hire,
COMP00948,EMP00600,21-11-25,,179500,New Hire,
COMP00949,EMP00601,13-02-26,,102000,New Hire,
COMP00950,EMP00602,02-05-25,,73000,New Hire,
COMP00951,EMP00603,04-08-23,,88500,New Hire,
COMP00952,EMP00603,03-08-24,88500,90500,Annual Merit Increase,2.5
COMP00953,EMP00604,28-06-25,,116500,New Hire,
COMP00954,EMP00604,28-06-26,116500,121500,Annual Merit Increase,4.1
COMP00955,EMP00605,06-08-25,,149500,New Hire,
COMP00956,EMP00606,26-01-26,,76500,New Hire,
COMP00957,EMP00607,27-02-25,,98500,New Hire,
COMP00958,EMP00607,27-02-26,98500,104000,Annual Merit Increase,5.8
COMP00959,EMP00608,23-12-23,,77500,New Hire,
COMP00960,EMP00608,22-12-24,77500,81500,Annual Merit Increase,5.4
COMP00961,EMP00608,21-10-25,81500,86000,Annual Merit Increase,5.8
COMP00962,EMP00609,27-08-24,,139000,New Hire,
COMP00963,EMP00609,27-08-25,139000,153000,Promotion,10.2
COMP00964,EMP00610,05-12-24,,155500,New Hire,
COMP00965,EMP00610,05-12-25,155500,161500,Annual Merit Increase,3.8
COMP00966,EMP00611,25-10-25,,92000,New Hire,
COMP00967,EMP00612,03-07-25,,80500,New Hire,
COMP00968,EMP00612,03-07-26,80500,83000,Annual Merit Increase,3.1
COMP00969,EMP00613,01-11-24,,375000,New Hire,
COMP00970,EMP00614,04-07-26,,140500,New Hire,
COMP00971,EMP00615,25-08-25,,120000,New Hire,
COMP00972,EMP00616,20-06-24,,91500,New Hire,
COMP00973,EMP00617,02-10-23,,90500,New Hire,
COMP00974,EMP00618,26-02-24,,85000,New Hire,
COMP00975,EMP00618,25-02-25,85000,90000,Annual Merit Increase,5.7
COMP00976,EMP00618,16-12-25,90000,94000,Annual Merit Increase,4.3
COMP00977,EMP00619,30-07-24,,129500,New Hire,
COMP00978,EMP00619,30-07-25,129500,132500,Annual Merit Increase,2.2
COMP00979,EMP00620,05-02-24,,159000,New Hire,
COMP00980,EMP00620,04-02-25,159000,168000,Annual Merit Increase,5.7
COMP00981,EMP00621,03-04-24,,103500,New Hire,
COMP00982,EMP00621,03-04-25,103500,106000,Annual Merit Increase,2.5
COMP00983,EMP00621,18-03-26,106000,108000,Annual Merit Increase,2.1
COMP00984,EMP00622,29-08-24,,79000,New Hire,
COMP00985,EMP00622,29-08-25,79000,83000,Annual Merit Increase,4.9
COMP00986,EMP00623,28-03-24,,102000,New Hire,
COMP00987,EMP00624,29-05-26,,73000,New Hire,
COMP00988,EMP00625,09-07-23,,64000,New Hire,
COMP00989,EMP00626,20-06-25,,105500,New Hire,
COMP00990,EMP00627,06-02-25,,69000,New Hire,
COMP00991,EMP00627,06-02-26,69000,71000,Annual Merit Increase,2.9
COMP00992,EMP00628,18-07-26,,66500,New Hire,
COMP00993,EMP00629,06-11-23,,126000,New Hire,
COMP00994,EMP00630,19-01-25,,67000,New Hire,
COMP00995,EMP00631,12-07-26,,84000,New Hire,
COMP00996,EMP00632,25-04-26,,86000,New Hire,
COMP00997,EMP00633,11-03-26,,81000,New Hire,
COMP00998,EMP00634,02-07-24,,82500,New Hire,
COMP00999,EMP00635,15-03-24,,75000,New Hire,
COMP01000,EMP00635,15-03-25,75000,77000,Annual Merit Increase,3
COMP01001,EMP00635,21-06-26,77000,88500,Promotion,15.1
COMP01002,EMP00636,12-10-25,,209000,New Hire,
COMP01003,EMP00637,12-06-26,,168000,New Hire,
COMP01004,EMP00638,09-07-25,,204500,New Hire,
COMP01005,EMP00638,09-07-26,204500,216500,Annual Merit Increase,5.8
COMP01006,EMP00639,21-07-25,,137500,New Hire,
COMP01007,EMP00639,21-07-26,137500,143000,Annual Merit Increase,4.1
COMP01008,EMP00640,24-08-24,,123000,New Hire,
COMP01009,EMP00640,24-08-25,123000,129000,Annual Merit Increase,4.7
COMP01010,EMP00640,22-07-26,129000,135500,Annual Merit Increase,4.9
COMP01011,EMP00641,02-01-26,,130500,New Hire,
COMP01012,EMP00642,22-04-24,,57500,New Hire,
COMP01013,EMP00643,03-10-24,,109000,New Hire,
COMP01014,EMP00643,03-10-25,109000,115500,Annual Merit Increase,5.9
COMP01015,EMP00644,12-02-25,,106000,New Hire,
COMP01016,EMP00644,12-02-26,106000,112000,Annual Merit Increase,5.6
COMP01017,EMP00645,28-05-25,,111500,New Hire,
COMP01018,EMP00645,28-05-26,111500,116500,Annual Merit Increase,4.3
COMP01019,EMP00646,26-06-24,,66500,New Hire,
COMP01020,EMP00646,26-06-25,66500,68500,Annual Merit Increase,3.2
COMP01021,EMP00646,22-06-26,68500,72000,Annual Merit Increase,5.2
COMP01022,EMP00647,16-11-23,,174500,New Hire,
COMP01023,EMP00647,15-11-24,174500,185000,Annual Merit Increase,6
COMP01024,EMP00647,23-01-26,185000,196000,Annual Merit Increase,5.9
COMP01025,EMP00648,21-08-25,,121000,New Hire,
COMP01026,EMP00649,28-09-24,,67000,New Hire,
COMP01027,EMP00649,28-09-25,67000,75000,Promotion,11.9
COMP01028,EMP00650,24-07-25,,128500,New Hire,
COMP01029,EMP00650,24-07-26,128500,132000,Annual Merit Increase,2.9
COMP01030,EMP00651,26-02-24,,87500,New Hire,
COMP01031,EMP00651,25-02-25,87500,92000,Annual Merit Increase,5
COMP01032,EMP00652,01-04-25,,89500,New Hire,
COMP01033,EMP00653,21-06-25,,81500,New Hire,
COMP01034,EMP00653,21-06-26,81500,86500,Annual Merit Increase,5.9
COMP01035,EMP00654,03-03-23,,84000,New Hire,
COMP01036,EMP00654,02-03-24,84000,86000,Annual Merit Increase,2.2
COMP01037,EMP00654,25-02-25,86000,97500,Promotion,13.3
COMP01038,EMP00654,06-02-26,97500,103000,Annual Merit Increase,5.7
COMP01039,EMP00655,20-11-24,,133000,New Hire,
COMP01040,EMP00655,20-11-25,133000,139500,Annual Merit Increase,5
COMP01041,EMP00656,02-01-24,,84500,New Hire,
COMP01042,EMP00657,09-04-23,,109500,New Hire,
COMP01043,EMP00658,19-07-26,,91000,New Hire,
COMP01044,EMP00659,15-10-24,,73500,New Hire,
COMP01045,EMP00660,18-03-26,,108500,New Hire,
COMP01046,EMP00661,26-07-24,,90500,New Hire,
COMP01047,EMP00662,11-11-25,,100500,New Hire,
COMP01048,EMP00663,25-01-26,,73000,New Hire,
COMP01049,EMP00664,23-08-25,,144500,New Hire,
COMP01050,EMP00665,16-04-25,,247500,New Hire,
COMP01051,EMP00665,16-04-26,247500,253500,Annual Merit Increase,2.4
COMP01052,EMP00666,22-02-25,,364500,New Hire,
COMP01053,EMP00666,22-02-26,364500,372500,Annual Merit Increase,2.3
COMP01054,EMP00667,17-11-24,,75500,New Hire,
COMP01055,EMP00667,17-11-25,75500,78500,Annual Merit Increase,4.3
COMP01056,EMP00668,05-06-26,,87000,New Hire,
COMP01057,EMP00669,12-03-26,,87500,New Hire,
COMP01058,EMP00670,11-07-26,,189500,New Hire,
COMP01059,EMP00671,30-12-23,,71000,New Hire,
COMP01060,EMP00672,15-12-25,,218500,New Hire,
COMP01061,EMP00673,27-06-26,,93000,New Hire,
COMP01062,EMP00674,03-03-24,,263500,New Hire,
COMP01063,EMP00674,03-03-25,263500,271000,Annual Merit Increase,2.8
COMP01064,EMP00674,25-04-26,271000,286000,Annual Merit Increase,5.6
COMP01065,EMP00675,01-05-23,,132000,New Hire,
COMP01066,EMP00675,30-04-24,132000,136000,Annual Merit Increase,3.1
COMP01067,EMP00675,25-07-25,136000,143500,Annual Merit Increase,5.6
COMP01068,EMP00676,20-12-25,,119500,New Hire,
COMP01069,EMP00677,29-07-25,,99000,New Hire,
COMP01070,EMP00678,16-03-26,,89000,New Hire,
COMP01071,EMP00679,02-01-24,,88500,New Hire,
COMP01072,EMP00679,01-01-25,88500,91500,Annual Merit Increase,3.1
COMP01073,EMP00679,06-11-25,91500,96000,Annual Merit Increase,4.7
COMP01074,EMP00680,02-02-26,,90000,New Hire,
COMP01075,EMP00681,03-04-24,,73000,New Hire,
COMP01076,EMP00681,03-04-25,73000,77000,Annual Merit Increase,5.3
COMP01077,EMP00682,08-02-24,,109000,New Hire,
COMP01078,EMP00682,07-02-25,109000,114500,Annual Merit Increase,5
COMP01079,EMP00683,24-02-24,,87500,New Hire,
COMP01080,EMP00684,28-03-26,,145000,New Hire,
COMP01081,EMP00685,15-10-25,,115000,New Hire,
COMP01082,EMP00686,07-06-25,,63500,New Hire,
COMP01083,EMP00686,07-06-26,63500,65000,Annual Merit Increase,2.7
COMP01084,EMP00687,06-12-24,,199500,New Hire,
COMP01085,EMP00687,06-12-25,199500,210500,Annual Merit Increase,5.6
COMP01086,EMP00688,09-04-26,,56500,New Hire,
COMP01087,EMP00689,20-01-25,,120500,New Hire,
COMP01088,EMP00689,20-01-26,120500,124000,Annual Merit Increase,2.7
COMP01089,EMP00690,28-03-26,,111000,New Hire,
COMP01090,EMP00691,01-03-25,,126500,New Hire,
COMP01091,EMP00691,01-03-26,126500,130500,Annual Merit Increase,3.2
COMP01092,EMP00692,08-12-24,,55500,New Hire,
COMP01093,EMP00693,23-04-25,,86500,New Hire,
COMP01094,EMP00694,23-09-24,,149500,New Hire,
COMP01095,EMP00695,03-01-26,,64500,New Hire,
COMP01096,EMP00696,04-05-25,,155500,New Hire,
COMP01097,EMP00696,04-05-26,155500,164000,Annual Merit Increase,5.6
COMP01098,EMP00697,26-06-24,,195000,New Hire,
COMP01099,EMP00697,26-06-25,195000,204000,Annual Merit Increase,4.7
COMP01100,EMP00697,31-05-26,204000,213500,Annual Merit Increase,4.5
COMP01101,EMP00698,25-05-26,,358000,New Hire,
COMP01102,EMP00699,15-12-24,,63000,New Hire,
COMP01103,EMP00699,15-12-25,63000,66000,Annual Merit Increase,4.9
COMP01104,EMP00700,06-06-25,,89000,New Hire,
COMP01105,EMP00700,06-06-26,89000,94000,Annual Merit Increase,5.8
COMP01106,EMP00701,15-05-26,,83500,New Hire,
COMP01107,EMP00702,21-09-25,,80000,New Hire,
COMP01108,EMP00703,03-12-23,,102000,New Hire,
COMP01109,EMP00704,25-06-26,,68000,New Hire,
COMP01110,EMP00705,21-09-25,,192000,New Hire,
COMP01111,EMP00706,21-11-24,,184500,New Hire,
COMP01112,EMP00706,21-11-25,184500,190000,Annual Merit Increase,2.9
COMP01113,EMP00707,14-01-24,,76000,New Hire,
COMP01114,EMP00707,13-01-25,76000,78500,Annual Merit Increase,3.5
COMP01115,EMP00707,02-12-25,78500,82500,Annual Merit Increase,5.4
COMP01116,EMP00708,20-02-26,,121500,New Hire,
COMP01117,EMP00709,14-09-25,,91500,New Hire,
COMP01118,EMP00710,04-06-25,,103500,New Hire,
COMP01119,EMP00711,12-05-26,,159000,New Hire,
COMP01120,EMP00712,17-02-26,,118000,New Hire,
COMP01121,EMP00713,07-02-24,,154000,New Hire,
COMP01122,EMP00713,06-02-25,154000,159500,Annual Merit Increase,3.7
COMP01123,EMP00713,07-02-26,159500,165000,Annual Merit Increase,3.4
COMP01124,EMP00714,09-10-24,,198000,New Hire,
COMP01125,EMP00715,03-07-24,,148000,New Hire,
COMP01126,EMP00715,03-07-25,148000,154500,Annual Merit Increase,4.3
COMP01127,EMP00716,28-01-26,,128500,New Hire,
COMP01128,EMP00717,13-01-23,,88500,New Hire,
COMP01129,EMP00717,13-01-24,88500,93000,Annual Merit Increase,5.2
COMP01130,EMP00717,06-03-25,93000,95500,Annual Merit Increase,2.7
COMP01131,EMP00717,13-05-26,95500,106000,Promotion,10.9
COMP01132,EMP00718,15-07-25,,111500,New Hire,
COMP01133,EMP00718,15-07-26,111500,114500,Annual Merit Increase,2.7
COMP01134,EMP00719,18-01-26,,113500,New Hire,
COMP01135,EMP00720,19-04-26,,73000,New Hire,
COMP01136,EMP00721,01-11-24,,88500,New Hire,
COMP01137,EMP00721,01-11-25,88500,93500,Annual Merit Increase,5.7
COMP01138,EMP00722,06-03-26,,102000,New Hire,
COMP01139,EMP00723,27-11-23,,177500,New Hire,
COMP01140,EMP00723,26-11-24,177500,186000,Annual Merit Increase,4.7
COMP01141,EMP00723,03-01-26,186000,191500,Annual Merit Increase,3.1
COMP01142,EMP00724,27-03-26,,121500,New Hire,
COMP01143,EMP00725,23-12-23,,78500,New Hire,
COMP01144,EMP00725,22-12-24,78500,82500,Annual Merit Increase,4.8
COMP01145,EMP00725,15-03-26,82500,87500,Annual Merit Increase,5.8
COMP01146,EMP00726,27-01-25,,113500,New Hire,
COMP01147,EMP00726,27-01-26,113500,116000,Annual Merit Increase,2
COMP01148,EMP00727,27-02-26,,150500,New Hire,
COMP01149,EMP00728,02-02-24,,67500,New Hire,
COMP01150,EMP00728,01-02-25,67500,70000,Annual Merit Increase,3.5
COMP01151,EMP00729,24-06-24,,218000,New Hire,
COMP01152,EMP00729,24-06-25,218000,226500,Annual Merit Increase,4
COMP01153,EMP00730,14-12-25,,137500,New Hire,
COMP01154,EMP00731,06-12-25,,102500,New Hire,
COMP01155,EMP00732,14-09-25,,124000,New Hire,
COMP01156,EMP00733,04-11-25,,79000,New Hire,
COMP01157,EMP00734,21-06-25,,102500,New Hire,
COMP01158,EMP00734,21-06-26,102500,106500,Annual Merit Increase,4
COMP01159,EMP00735,08-07-24,,162000,New Hire,
COMP01160,EMP00736,03-11-24,,64500,New Hire,
COMP01161,EMP00736,03-11-25,64500,67500,Annual Merit Increase,4.6
COMP01162,EMP00737,19-03-24,,96000,New Hire,
COMP01163,EMP00737,19-03-25,96000,99500,Annual Merit Increase,3.5
COMP01164,EMP00737,09-02-26,99500,104000,Annual Merit Increase,4.7
COMP01165,EMP00738,30-05-26,,141000,New Hire,
COMP01166,EMP00739,14-07-25,,86000,New Hire,
COMP01167,EMP00739,14-07-26,86000,88500,Annual Merit Increase,2.8
COMP01168,EMP00740,27-01-25,,229500,New Hire,
COMP01169,EMP00740,27-01-26,229500,235000,Annual Merit Increase,2.5
COMP01170,EMP00741,20-04-25,,71000,New Hire,
COMP01171,EMP00742,17-06-26,,140000,New Hire,
COMP01172,EMP00743,25-02-24,,104000,New Hire,
COMP01173,EMP00743,24-02-25,104000,107500,Annual Merit Increase,3.3
COMP01174,EMP00743,27-02-26,107500,117000,Promotion,9
COMP01175,EMP00744,08-08-25,,164500,New Hire,
COMP01176,EMP00745,24-05-25,,73500,New Hire,
COMP01177,EMP00746,14-08-25,,83000,New Hire,
COMP01178,EMP00747,26-11-22,,169500,New Hire,
COMP01179,EMP00748,06-04-26,,83000,New Hire,
COMP01180,EMP00749,23-06-26,,95500,New Hire,
COMP01181,EMP00750,22-07-25,,139500,New Hire,
COMP01182,EMP00750,22-07-26,139500,146500,Annual Merit Increase,5.1
COMP01183,EMP00751,16-11-25,,137000,New Hire,
COMP01184,EMP00752,25-05-26,,84000,New Hire,
COMP01185,EMP00753,19-11-25,,207500,New Hire,
COMP01186,EMP00754,14-02-24,,76000,New Hire,
COMP01187,EMP00754,13-02-25,76000,78500,Annual Merit Increase,3.4
COMP01188,EMP00754,06-12-25,78500,80000,Annual Merit Increase,2.2
COMP01189,EMP00755,19-07-25,,82500,New Hire,
COMP01190,EMP00755,19-07-26,82500,87000,Annual Merit Increase,5.5
COMP01191,EMP00756,03-08-25,,202000,New Hire,
COMP01192,EMP00757,10-02-25,,171500,New Hire,
COMP01193,EMP00757,10-02-26,171500,175000,Annual Merit Increase,2.1
COMP01194,EMP00758,19-12-25,,162000,New Hire,
COMP01195,EMP00759,09-06-26,,274000,New Hire,
COMP01196,EMP00760,28-06-26,,90000,New Hire,
COMP01197,EMP00761,20-03-25,,56000,New Hire,
COMP01198,EMP00761,20-03-26,56000,57500,Annual Merit Increase,2.7
COMP01199,EMP00762,13-11-23,,74000,New Hire,
COMP01200,EMP00762,12-11-24,74000,76000,Annual Merit Increase,2.6
COMP01201,EMP00762,07-02-26,76000,79000,Annual Merit Increase,3.6
COMP01202,EMP00763,07-07-26,,101000,New Hire,
COMP01203,EMP00764,14-03-26,,165000,New Hire,
COMP01204,EMP00765,09-12-23,,101000,New Hire,
COMP01205,EMP00766,27-05-26,,75500,New Hire,
COMP01206,EMP00767,28-04-26,,72000,New Hire,
COMP01207,EMP00768,23-06-25,,152500,New Hire,
COMP01208,EMP00768,23-06-26,152500,156500,Annual Merit Increase,2.7
COMP01209,EMP00769,25-08-25,,96500,New Hire,
COMP01210,EMP00770,28-01-25,,121500,New Hire,
COMP01211,EMP00770,28-01-26,121500,128500,Annual Merit Increase,5.9
COMP01212,EMP00771,19-03-23,,99000,New Hire,
COMP01213,EMP00772,15-11-24,,117500,New Hire,
COMP01214,EMP00772,15-11-25,117500,124500,Annual Merit Increase,5.9
COMP01215,EMP00773,20-02-26,,142000,New Hire,
COMP01216,EMP00774,14-08-22,,168000,New Hire,
COMP01217,EMP00774,14-08-23,168000,173500,Annual Merit Increase,3.2
COMP01218,EMP00775,24-10-24,,63500,New Hire,
COMP01219,EMP00775,24-10-25,63500,65000,Annual Merit Increase,2.1
COMP01220,EMP00776,06-01-25,,97000,New Hire,
COMP01221,EMP00777,21-06-25,,128000,New Hire,
COMP01222,EMP00777,21-06-26,128000,134000,Annual Merit Increase,4.9
COMP01223,EMP00778,29-05-26,,256500,New Hire,
COMP01224,EMP00779,04-11-24,,58500,New Hire,
COMP01225,EMP00779,04-11-25,58500,61000,Annual Merit Increase,4.6
COMP01226,EMP00780,08-11-24,,58000,New Hire,
COMP01227,EMP00780,08-11-25,58000,61500,Annual Merit Increase,5.8
COMP01228,EMP00781,17-12-25,,62500,New Hire,
COMP01229,EMP00782,30-03-25,,97000,New Hire,
COMP01230,EMP00782,30-03-26,97000,99500,Annual Merit Increase,2.4
COMP01231,EMP00783,09-06-24,,197000,New Hire,
COMP01232,EMP00784,01-03-25,,65000,New Hire,
COMP01233,EMP00784,01-03-26,65000,69000,Annual Merit Increase,5.9
COMP01234,EMP00785,24-01-24,,97500,New Hire,
COMP01235,EMP00785,23-01-25,97500,102500,Annual Merit Increase,5
COMP01236,EMP00786,20-03-24,,102500,New Hire,
COMP01237,EMP00786,20-03-25,102500,105000,Annual Merit Increase,2.4
COMP01238,EMP00786,03-04-26,105000,110500,Annual Merit Increase,5.3
COMP01239,EMP00787,25-05-25,,64000,New Hire,
COMP01240,EMP00788,14-02-25,,118000,New Hire,
COMP01241,EMP00788,14-02-26,118000,122500,Annual Merit Increase,3.6
COMP01242,EMP00789,11-05-26,,99000,New Hire,
COMP01243,EMP00790,21-12-24,,93500,New Hire,
COMP01244,EMP00791,03-07-25,,127500,New Hire,
COMP01245,EMP00791,03-07-26,127500,132000,Annual Merit Increase,3.4
COMP01246,EMP00792,09-09-25,,153000,New Hire,
COMP01247,EMP00793,27-10-22,,71000,New Hire,
COMP01248,EMP00793,27-10-23,71000,73000,Annual Merit Increase,2.6
COMP01249,EMP00793,15-12-24,73000,74500,Annual Merit Increase,2.1
COMP01250,EMP00793,24-12-25,74500,77500,Annual Merit Increase,4.2
COMP01251,EMP00794,14-10-25,,242000,New Hire,
COMP01252,EMP00795,30-03-24,,153500,New Hire,
COMP01253,EMP00795,30-03-25,153500,160000,Annual Merit Increase,4.2
COMP01254,EMP00795,02-03-26,160000,165500,Annual Merit Increase,3.5
COMP01255,EMP00796,09-07-26,,157000,New Hire,
COMP01256,EMP00797,04-01-24,,57000,New Hire,
COMP01257,EMP00797,03-01-25,57000,59500,Annual Merit Increase,4.5
COMP01258,EMP00797,12-01-26,59500,62000,Annual Merit Increase,3.9
COMP01259,EMP00798,27-02-25,,73000,New Hire,
COMP01260,EMP00798,27-02-26,73000,76000,Annual Merit Increase,4
COMP01261,EMP00799,04-07-23,,84500,New Hire,
COMP01262,EMP00799,03-07-24,84500,87000,Annual Merit Increase,3.1
COMP01263,EMP00799,18-09-25,87000,89500,Annual Merit Increase,2.7
COMP01264,EMP00800,08-07-26,,68500,New Hire,
COMP01265,EMP00801,02-05-25,,106000,New Hire,
COMP01266,EMP00801,02-05-26,106000,112500,Annual Merit Increase,6
COMP01267,EMP00802,09-08-25,,205000,New Hire,
COMP01268,EMP00803,29-05-23,,68000,New Hire,
COMP01269,EMP00803,28-05-24,68000,69500,Annual Merit Increase,2.1
COMP01270,EMP00804,14-01-26,,96000,New Hire,
COMP01271,EMP00805,22-05-24,,116000,New Hire,
COMP01272,EMP00805,22-05-25,116000,121000,Annual Merit Increase,4.1
COMP01273,EMP00806,09-05-26,,70000,New Hire,
COMP01274,EMP00807,24-04-24,,133000,New Hire,
COMP01275,EMP00807,24-04-25,133000,138500,Annual Merit Increase,4.1
COMP01276,EMP00808,23-04-24,,146000,New Hire,
COMP01277,EMP00808,23-04-25,146000,152500,Annual Merit Increase,4.5
COMP01278,EMP00808,14-06-26,152500,159000,Annual Merit Increase,4.3
COMP01279,EMP00809,16-01-23,,202500,New Hire,
COMP01280,EMP00809,16-01-24,202500,235000,Promotion,15.9
COMP01281,EMP00809,07-03-25,235000,244000,Annual Merit Increase,3.8
COMP01282,EMP00809,10-06-26,244000,256500,Annual Merit Increase,5.2
COMP01283,EMP00810,29-04-25,,283500,New Hire,
COMP01284,EMP00810,29-04-26,283500,298000,Annual Merit Increase,5.1
COMP01285,EMP00811,30-07-25,,103500,New Hire,
COMP01286,EMP00812,17-05-23,,75500,New Hire,
COMP01287,EMP00812,16-05-24,75500,77500,Annual Merit Increase,2.9
COMP01288,EMP00812,12-03-25,77500,79500,Annual Merit Increase,2.4
COMP01289,EMP00812,06-04-26,79500,81000,Annual Merit Increase,2.1
COMP01290,EMP00813,16-01-26,,183500,New Hire,
COMP01291,EMP00814,30-03-25,,178500,New Hire,
COMP01292,EMP00814,30-03-26,178500,187500,Annual Merit Increase,5.1
COMP01293,EMP00815,12-06-25,,107500,New Hire,
COMP01294,EMP00815,12-06-26,107500,109500,Annual Merit Increase,2
COMP01295,EMP00816,03-03-25,,201500,New Hire,
COMP01296,EMP00816,03-03-26,201500,212000,Annual Merit Increase,5.3
COMP01297,EMP00817,11-01-25,,87000,New Hire,
COMP01298,EMP00817,11-01-26,87000,89500,Annual Merit Increase,2.9
COMP01299,EMP00818,14-07-25,,216500,New Hire,
COMP01300,EMP00818,14-07-26,216500,221000,Annual Merit Increase,2
COMP01301,EMP00819,18-02-24,,67500,New Hire,
COMP01302,EMP00820,21-03-24,,125500,New Hire,
COMP01303,EMP00820,21-03-25,125500,132500,Annual Merit Increase,5.7
COMP01304,EMP00821,21-04-26,,203000,New Hire,
COMP01305,EMP00822,05-06-26,,327000,New Hire,
COMP01306,EMP00823,16-12-24,,80000,New Hire,
COMP01307,EMP00824,20-08-24,,97000,New Hire,
COMP01308,EMP00824,20-08-25,97000,100500,Annual Merit Increase,3.6
COMP01309,EMP00825,05-10-25,,248500,New Hire,
COMP01310,EMP00826,03-02-25,,163000,New Hire,
COMP01311,EMP00826,03-02-26,163000,169000,Annual Merit Increase,3.8
COMP01312,EMP00827,12-12-22,,146000,New Hire,
COMP01313,EMP00827,12-12-23,146000,153500,Annual Merit Increase,5
COMP01314,EMP00827,04-10-24,153500,160500,Annual Merit Increase,4.7
COMP01315,EMP00827,22-10-25,160500,167500,Annual Merit Increase,4.3
COMP01316,EMP00828,01-02-24,,125000,New Hire,
COMP01317,EMP00829,21-12-25,,162000,New Hire,
COMP01318,EMP00830,29-10-25,,94000,New Hire,
COMP01319,EMP00831,09-12-22,,105000,New Hire,
COMP01320,EMP00832,29-05-24,,112500,New Hire,
COMP01321,EMP00832,29-05-25,112500,119000,Annual Merit Increase,5.7
COMP01322,EMP00833,09-06-24,,79500,New Hire,
COMP01323,EMP00834,04-10-25,,75000,New Hire,
COMP01324,EMP00835,03-11-22,,57500,New Hire,
COMP01325,EMP00836,17-10-23,,60000,New Hire,
