CompChangeID,EmployeeID,EffectiveDate,PreviousSalary,NewSalary,ChangeType,PercentChange
COMP00839,EMP00538,2025-06-24,75000.0,78000,Annual Merit Increase,3.9
COMP00840,EMP00538,2026-06-10,78000.0,80500,Annual Merit Increase,3.4
COMP00841,EMP00539,2023-06-12,,141000,New Hire,
COMP00842,EMP00539,2024-06-11,141000.0,145500,Annual Merit Increase,3.1
COMP00843,EMP00539,2025-06-23,145500.0,151500,Annual Merit Increase,4.2
COMP00844,EMP00540,2023-12-10,,118500,New Hire,
COMP00845,EMP00540,2024-12-09,118500.0,121000,Annual Merit Increase,2.3
COMP00846,EMP00540,2026-01-19,121000.0,126000,Annual Merit Increase,4.2
COMP00847,EMP00541,2023-12-08,,165000,New Hire,
COMP00848,EMP00542,2024-02-24,,128500,New Hire,
COMP00849,EMP00542,2025-02-23,128500.0,131500,Annual Merit Increase,2.1
COMP00850,EMP00542,2026-03-03,131500.0,149500,Promotion,13.6
COMP00851,EMP00543,2024-01-28,,76500,New Hire,
COMP00852,EMP00543,2025-01-27,76500.0,79000,Annual Merit Increase,3.4
COMP00853,EMP00543,2025-12-26,79000.0,82500,Annual Merit Increase,4.7
COMP00854,EMP00544,2025-09-28,,72000,New Hire,
COMP00855,EMP00545,2024-03-09,,120500,New Hire,
COMP00856,EMP00545,2025-03-09,120500.0,124000,Annual Merit Increase,2.8
COMP00857,EMP00545,2026-03-17,124000.0,129000,Annual Merit Increase,4.0
COMP00858,EMP00546,2024-11-04,,69000,New Hire,
COMP00859,EMP00547,2026-05-05,,113500,New Hire,
COMP00860,EMP00548,2025-04-21,,91500,New Hire,
COMP00861,EMP00549,2025-10-08,,71500,New Hire,
COMP00862,EMP00550,2024-03-23,,111000,New Hire,
COMP00863,EMP00550,2025-03-23,111000.0,117500,Annual Merit Increase,5.8
COMP00864,EMP00550,2026-01-10,117500.0,120500,Annual Merit Increase,2.4
COMP00865,EMP00551,2024-04-09,,105000,New Hire,
COMP00866,EMP00552,2023-02-15,,96500,New Hire,
COMP00867,EMP00553,2024-03-15,,62500,New Hire,
COMP00868,EMP00553,2025-03-15,62500.0,66000,Annual Merit Increase,5.9
COMP00869,EMP00553,2026-01-10,66000.0,68000,Annual Merit Increase,3.4
COMP00870,EMP00554,2024-08-16,,154500,New Hire,
COMP00871,EMP00554,2025-08-16,154500.0,162500,Annual Merit Increase,5.2
COMP00872,EMP00555,2024-03-14,,140000,New Hire,
COMP00873,EMP00555,2025-03-14,140000.0,144500,Annual Merit Increase,3.1
COMP00874,EMP00556,2023-08-08,,85500,New Hire,
COMP00875,EMP00557,2023-12-18,,170500,New Hire,
COMP00876,EMP00557,2024-12-17,170500.0,176500,Annual Merit Increase,3.4
COMP00877,EMP00557,2025-11-01,176500.0,181000,Annual Merit Increase,2.6
COMP00878,EMP00558,2025-04-10,,92500,New Hire,
COMP00879,EMP00558,2026-04-10,92500.0,97500,Annual Merit Increase,5.3
COMP00880,EMP00559,2024-05-28,,91500,New Hire,
COMP00881,EMP00559,2025-05-28,91500.0,95500,Annual Merit Increase,4.3
COMP00882,EMP00559,2026-05-08,95500.0,98000,Annual Merit Increase,2.4
COMP00883,EMP00560,2024-12-20,,121500,New Hire,
COMP00884,EMP00560,2025-12-20,121500.0,126000,Annual Merit Increase,3.7
COMP00885,EMP00561,2025-05-06,,178500,New Hire,
COMP00886,EMP00561,2026-05-06,178500.0,182000,Annual Merit Increase,2.1
COMP00887,EMP00562,2025-11-12,,126000,New Hire,
COMP00888,EMP00563,2023-01-02,,77000,New Hire,
COMP00889,EMP00564,2026-02-07,,74000,New Hire,
COMP00890,EMP00565,2025-09-16,,197500,New Hire,
COMP00891,EMP00566,2023-07-03,,116500,New Hire,
COMP00892,EMP00566,2024-07-02,116500.0,121500,Annual Merit Increase,4.2
COMP00893,EMP00566,2025-07-12,121500.0,124500,Annual Merit Increase,2.5
COMP00894,EMP00567,2026-04-13,,94000,New Hire,
COMP00895,EMP00568,2026-05-03,,109000,New Hire,
COMP00896,EMP00569,2023-04-27,,132000,New Hire,
COMP00897,EMP00569,2024-04-26,132000.0,139000,Annual Merit Increase,5.5
COMP00898,EMP00569,2025-05-20,139000.0,152500,Promotion,9.8
COMP00899,EMP00569,2026-07-03,152500.0,156000,Annual Merit Increase,2.4
COMP00900,EMP00570,2024-08-18,,140500,New Hire,
COMP00901,EMP00571,2026-02-11,,106000,New Hire,
COMP00902,EMP00572,2026-01-08,,168500,New Hire,
COMP00903,EMP00573,2024-03-06,,77000,New Hire,
COMP00904,EMP00574,2024-05-01,,81000,New Hire,
COMP00905,EMP00574,2025-05-01,81000.0,84500,Annual Merit Increase,4.6
COMP00906,EMP00574,2026-07-13,84500.0,88000,Annual Merit Increase,4.2
COMP00907,EMP00575,2024-12-28,,137000,New Hire,
COMP00908,EMP00575,2025-12-28,137000.0,144500,Annual Merit Increase,5.6
COMP00909,EMP00576,2025-04-01,,65500,New Hire,
COMP00910,EMP00576,2026-04-01,65500.0,69000,Annual Merit Increase,5.7
COMP00911,EMP00577,2025-09-23,,94500,New Hire,
COMP00912,EMP00578,2024-12-08,,124500,New Hire,
COMP00913,EMP00578,2025-12-08,124500.0,129000,Annual Merit Increase,3.6
COMP00914,EMP00579,2025-04-05,,98500,New Hire,
COMP00915,EMP00580,2026-01-28,,85500,New Hire,
COMP00916,EMP00581,2023-01-16,,90500,New Hire,
COMP00917,EMP00582,2024-07-11,,86500,New Hire,
COMP00918,EMP00582,2025-07-11,86500.0,88500,Annual Merit Increase,2.2
COMP00919,EMP00582,2026-05-27,88500.0,90500,Annual Merit Increase,2.5
COMP00920,EMP00583,2025-12-05,,105500,New Hire,
COMP00921,EMP00584,2026-05-04,,191500,New Hire,
COMP00922,EMP00585,2025-05-30,,142500,New Hire,
COMP00923,EMP00585,2026-05-30,142500.0,146000,Annual Merit Increase,2.3
COMP00924,EMP00586,2025-06-06,,109500,New Hire,
COMP00925,EMP00586,2026-06-06,109500.0,114000,Annual Merit Increase,4.3
COMP00926,EMP00587,2023-10-14,,127000,New Hire,
COMP00927,EMP00587,2024-10-13,127000.0,132500,Annual Merit Increase,4.4
COMP00928,EMP00588,2025-03-22,,74500,New Hire,
COMP00929,EMP00588,2026-03-22,74500.0,77000,Annual Merit Increase,3.4
COMP00930,EMP00589,2025-06-19,,98000,New Hire,
COMP00931,EMP00589,2026-06-19,98000.0,102000,Annual Merit Increase,4.3
COMP00932,EMP00590,2024-06-09,,159500,New Hire,
COMP00933,EMP00591,2024-08-12,,90500,New Hire,
COMP00934,EMP00591,2025-08-12,90500.0,93000,Annual Merit Increase,2.8
COMP00935,EMP00591,2026-07-03,93000.0,98000,Annual Merit Increase,5.6
COMP00936,EMP00592,2024-12-11,,272500,New Hire,
COMP00937,EMP00592,2025-12-11,272500.0,282500,Annual Merit Increase,3.6
COMP00938,EMP00593,2022-11-14,,81000,New Hire,
COMP00939,EMP00594,2024-10-23,,135500,New Hire,
COMP00940,EMP00594,2025-10-23,135500.0,142000,Annual Merit Increase,4.7
COMP00941,EMP00595,2024-05-16,,92000,New Hire,
COMP00942,EMP00595,2025-05-16,92000.0,96000,Annual Merit Increase,4.4
COMP00943,EMP00596,2024-10-01,,86500,New Hire,
COMP00944,EMP00596,2025-10-01,86500.0,91000,Annual Merit Increase,5.2
COMP00945,EMP00597,2023-12-13,,93000,New Hire,
COMP00946,EMP00598,2026-05-23,,124500,New Hire,
COMP00947,EMP00599,2025-08-21,,116500,New Hire,
COMP00948,EMP00600,2025-11-21,,179500,New Hire,
COMP00949,EMP00601,2026-02-13,,102000,New Hire,
COMP00950,EMP00602,2025-05-02,,73000,New Hire,
COMP00951,EMP00603,2023-08-04,,88500,New Hire,
COMP00952,EMP00603,2024-08-03,88500.0,90500,Annual Merit Increase,2.5
COMP00953,EMP00604,2025-06-28,,116500,New Hire,
COMP00954,EMP00604,2026-06-28,116500.0,121500,Annual Merit Increase,4.1
COMP00955,EMP00605,2025-08-06,,149500,New Hire,
COMP00956,EMP00606,2026-01-26,,76500,New Hire,
COMP00957,EMP00607,2025-02-27,,98500,New Hire,
COMP00958,EMP00607,2026-02-27,98500.0,104000,Annual Merit Increase,5.8
COMP00959,EMP00608,2023-12-23,,77500,New Hire,
COMP00960,EMP00608,2024-12-22,77500.0,81500,Annual Merit Increase,5.4
COMP00961,EMP00608,2025-10-21,81500.0,86000,Annual Merit Increase,5.8
COMP00962,EMP00609,2024-08-27,,139000,New Hire,
COMP00963,EMP00609,2025-08-27,139000.0,153000,Promotion,10.2
COMP00964,EMP00610,2024-12-05,,155500,New Hire,
COMP00965,EMP00610,2025-12-05,155500.0,161500,Annual Merit Increase,3.8
COMP00966,EMP00611,2025-10-25,,92000,New Hire,
COMP00967,EMP00612,2025-07-03,,80500,New Hire,
COMP00968,EMP00612,2026-07-03,80500.0,83000,Annual Merit Increase,3.1
COMP00969,EMP00613,2024-11-01,,375000,New Hire,
COMP00970,EMP00614,2026-07-04,,140500,New Hire,
COMP00971,EMP00615,2025-08-25,,120000,New Hire,
COMP00972,EMP00616,2024-06-20,,91500,New Hire,
COMP00973,EMP00617,2023-10-02,,90500,New Hire,
COMP00974,EMP00618,2024-02-26,,85000,New Hire,
COMP00975,EMP00618,2025-02-25,85000.0,90000,Annual Merit Increase,5.7
COMP00976,EMP00618,2025-12-16,90000.0,94000,Annual Merit Increase,4.3
COMP00977,EMP00619,2024-07-30,,129500,New Hire,
COMP00978,EMP00619,2025-07-30,129500.0,132500,Annual Merit Increase,2.2
COMP00979,EMP00620,2024-02-05,,159000,New Hire,
COMP00980,EMP00620,2025-02-04,159000.0,168000,Annual Merit Increase,5.7
COMP00981,EMP00621,2024-04-03,,103500,New Hire,
COMP00982,EMP00621,2025-04-03,103500.0,106000,Annual Merit Increase,2.5
COMP00983,EMP00621,2026-03-18,106000.0,108000,Annual Merit Increase,2.1
COMP00984,EMP00622,2024-08-29,,79000,New Hire,
COMP00985,EMP00622,2025-08-29,79000.0,83000,Annual Merit Increase,4.9
COMP00986,EMP00623,2024-03-28,,102000,New Hire,
COMP00987,EMP00624,2026-05-29,,73000,New Hire,
COMP00988,EMP00625,2023-07-09,,64000,New Hire,
COMP00989,EMP00626,2025-06-20,,105500,New Hire,
COMP00990,EMP00627,2025-02-06,,69000,New Hire,
COMP00991,EMP00627,2026-02-06,69000.0,71000,Annual Merit Increase,2.9
COMP00992,EMP00628,2026-07-18,,66500,New Hire,
COMP00993,EMP00629,2023-11-06,,126000,New Hire,
COMP00994,EMP00630,2025-01-19,,67000,New Hire,
COMP00995,EMP00631,2026-07-12,,84000,New Hire,
COMP00996,EMP00632,2026-04-25,,86000,New Hire,
COMP00997,EMP00633,2026-03-11,,81000,New Hire,
COMP00998,EMP00634,2024-07-02,,82500,New Hire,
COMP00999,EMP00635,2024-03-15,,75000,New Hire,
COMP01000,EMP00635,2025-03-15,75000.0,77000,Annual Merit Increase,3.0
COMP01001,EMP00635,2026-06-21,77000.0,88500,Promotion,15.1
COMP01002,EMP00636,2025-10-12,,209000,New Hire,
COMP01003,EMP00637,2026-06-12,,168000,New Hire,
COMP01004,EMP00638,2025-07-09,,204500,New Hire,
COMP01005,EMP00638,2026-07-09,204500.0,216500,Annual Merit Increase,5.8
COMP01006,EMP00639,2025-07-21,,137500,New Hire,
COMP01007,EMP00639,2026-07-21,137500.0,143000,Annual Merit Increase,4.1
COMP01008,EMP00640,2024-08-24,,123000,New Hire,
COMP01009,EMP00640,2025-08-24,123000.0,129000,Annual Merit Increase,4.7
COMP01010,EMP00640,2026-07-22,129000.0,135500,Annual Merit Increase,4.9
COMP01011,EMP00641,2026-01-02,,130500,New Hire,
COMP01012,EMP00642,2024-04-22,,57500,New Hire,
COMP01013,EMP00643,2024-10-03,,109000,New Hire,
COMP01014,EMP00643,2025-10-03,109000.0,115500,Annual Merit Increase,5.9
COMP01015,EMP00644,2025-02-12,,106000,New Hire,
COMP01016,EMP00644,2026-02-12,106000.0,112000,Annual Merit Increase,5.6
COMP01017,EMP00645,2025-05-28,,111500,New Hire,
COMP01018,EMP00645,2026-05-28,111500.0,116500,Annual Merit Increase,4.3
COMP01019,EMP00646,2024-06-26,,66500,New Hire,
COMP01020,EMP00646,2025-06-26,66500.0,68500,Annual Merit Increase,3.2
COMP01021,EMP00646,2026-06-22,68500.0,72000,Annual Merit Increase,5.2
COMP01022,EMP00647,2023-11-16,,174500,New Hire,
COMP01023,EMP00647,2024-11-15,174500.0,185000,Annual Merit Increase,6.0
COMP01024,EMP00647,2026-01-23,185000.0,196000,Annual Merit Increase,5.9
COMP01025,EMP00648,2025-08-21,,121000,New Hire,
COMP01026,EMP00649,2024-09-28,,67000,New Hire,
COMP01027,EMP00649,2025-09-28,67000.0,75000,Promotion,11.9
COMP01028,EMP00650,2025-07-24,,128500,New Hire,
COMP01029,EMP00650,2026-07-24,128500.0,132000,Annual Merit Increase,2.9
COMP01030,EMP00651,2024-02-26,,87500,New Hire,
COMP01031,EMP00651,2025-02-25,87500.0,92000,Annual Merit Increase,5.0
COMP01032,EMP00652,2025-04-01,,89500,New Hire,
COMP01033,EMP00653,2025-06-21,,81500,New Hire,
COMP01034,EMP00653,2026-06-21,81500.0,86500,Annual Merit Increase,5.9
COMP01035,EMP00654,2023-03-03,,84000,New Hire,
COMP01036,EMP00654,2024-03-02,84000.0,86000,Annual Merit Increase,2.2
COMP01037,EMP00654,2025-02-25,86000.0,97500,Promotion,13.3
COMP01038,EMP00654,2026-02-06,97500.0,103000,Annual Merit Increase,5.7
COMP01039,EMP00655,2024-11-20,,133000,New Hire,
COMP01040,EMP00655,2025-11-20,133000.0,139500,Annual Merit Increase,5.0
COMP01041,EMP00656,2024-01-02,,84500,New Hire,
COMP01042,EMP00657,2023-04-09,,109500,New Hire,
COMP01043,EMP00658,2026-07-19,,91000,New Hire,
COMP01044,EMP00659,2024-10-15,,73500,New Hire,
COMP01045,EMP00660,2026-03-18,,108500,New Hire,
COMP01046,EMP00661,2024-07-26,,90500,New Hire,
COMP01047,EMP00662,2025-11-11,,100500,New Hire,
COMP01048,EMP00663,2026-01-25,,73000,New Hire,
COMP01049,EMP00664,2025-08-23,,144500,New Hire,
COMP01050,EMP00665,2025-04-16,,247500,New Hire,
COMP01051,EMP00665,2026-04-16,247500.0,253500,Annual Merit Increase,2.4
COMP01052,EMP00666,2025-02-22,,364500,New Hire,
COMP01053,EMP00666,2026-02-22,364500.0,372500,Annual Merit Increase,2.3
COMP01054,EMP00667,2024-11-17,,75500,New Hire,
COMP01055,EMP00667,2025-11-17,75500.0,78500,Annual Merit Increase,4.3
COMP01056,EMP00668,2026-06-05,,87000,New Hire,
COMP01057,EMP00669,2026-03-12,,87500,New Hire,
COMP01058,EMP00670,2026-07-11,,189500,New Hire,
COMP01059,EMP00671,2023-12-30,,71000,New Hire,
COMP01060,EMP00672,2025-12-15,,218500,New Hire,
COMP01061,EMP00673,2026-06-27,,93000,New Hire,
COMP01062,EMP00674,2024-03-03,,263500,New Hire,
COMP01063,EMP00674,2025-03-03,263500.0,271000,Annual Merit Increase,2.8
COMP01064,EMP00674,2026-04-25,271000.0,286000,Annual Merit Increase,5.6
COMP01065,EMP00675,2023-05-01,,132000,New Hire,
COMP01066,EMP00675,2024-04-30,132000.0,136000,Annual Merit Increase,3.1
COMP01067,EMP00675,2025-07-25,136000.0,143500,Annual Merit Increase,5.6
COMP01068,EMP00676,2025-12-20,,119500,New Hire,
COMP01069,EMP00677,2025-07-29,,99000,New Hire,
COMP01070,EMP00678,2026-03-16,,89000,New Hire,
COMP01071,EMP00679,2024-01-02,,88500,New Hire,
COMP01072,EMP00679,2025-01-01,88500.0,91500,Annual Merit Increase,3.1
COMP01073,EMP00679,2025-11-06,91500.0,96000,Annual Merit Increase,4.7
COMP01074,EMP00680,2026-02-02,,90000,New Hire,
COMP01075,EMP00681,2024-04-03,,73000,New Hire,
COMP01076,EMP00681,2025-04-03,73000.0,77000,Annual Merit Increase,5.3
COMP01077,EMP00682,2024-02-08,,109000,New Hire,
COMP01078,EMP00682,2025-02-07,109000.0,114500,Annual Merit Increase,5.0
COMP01079,EMP00683,2024-02-24,,87500,New Hire,
COMP01080,EMP00684,2026-03-28,,145000,New Hire,
COMP01081,EMP00685,2025-10-15,,115000,New Hire,
COMP01082,EMP00686,2025-06-07,,63500,New Hire,
COMP01083,EMP00686,2026-06-07,63500.0,65000,Annual Merit Increase,2.7
COMP01084,EMP00687,2024-12-06,,199500,New Hire,
COMP01085,EMP00687,2025-12-06,199500.0,210500,Annual Merit Increase,5.6
COMP01086,EMP00688,2026-04-09,,56500,New Hire,
COMP01087,EMP00689,2025-01-20,,120500,New Hire,
COMP01088,EMP00689,2026-01-20,120500.0,124000,Annual Merit Increase,2.7
COMP01089,EMP00690,2026-03-28,,111000,New Hire,
COMP01090,EMP00691,2025-03-01,,126500,New Hire,
COMP01091,EMP00691,2026-03-01,126500.0,130500,Annual Merit Increase,3.2
COMP01092,EMP00692,2024-12-08,,55500,New Hire,
COMP01093,EMP00693,2025-04-23,,86500,New Hire,
COMP01094,EMP00694,2024-09-23,,149500,New Hire,
COMP01095,EMP00695,2026-01-03,,64500,New Hire,
COMP01096,EMP00696,2025-05-04,,155500,New Hire,
COMP01097,EMP00696,2026-05-04,155500.0,164000,Annual Merit Increase,5.6
COMP01098,EMP00697,2024-06-26,,195000,New Hire,
COMP01099,EMP00697,2025-06-26,195000.0,204000,Annual Merit Increase,4.7
COMP01100,EMP00697,2026-05-31,204000.0,213500,Annual Merit Increase,4.5
COMP01101,EMP00698,2026-05-25,,358000,New Hire,
COMP01102,EMP00699,2024-12-15,,63000,New Hire,
COMP01103,EMP00699,2025-12-15,63000.0,66000,Annual Merit Increase,4.9
COMP01104,EMP00700,2025-06-06,,89000,New Hire,
COMP01105,EMP00700,2026-06-06,89000.0,94000,Annual Merit Increase,5.8
COMP01106,EMP00701,2026-05-15,,83500,New Hire,
COMP01107,EMP00702,2025-09-21,,80000,New Hire,
COMP01108,EMP00703,2023-12-03,,102000,New Hire,
COMP01109,EMP00704,2026-06-25,,68000,New Hire,
COMP01110,EMP00705,2025-09-21,,192000,New Hire,
COMP01111,EMP00706,2024-11-21,,184500,New Hire,
COMP01112,EMP00706,2025-11-21,184500.0,190000,Annual Merit Increase,2.9
COMP01113,EMP00707,2024-01-14,,76000,New Hire,
COMP01114,EMP00707,2025-01-13,76000.0,78500,Annual Merit Increase,3.5
COMP01115,EMP00707,2025-12-02,78500.0,82500,Annual Merit Increase,5.4
COMP01116,EMP00708,2026-02-20,,121500,New Hire,
COMP01117,EMP00709,2025-09-14,,91500,New Hire,
COMP01118,EMP00710,2025-06-04,,103500,New Hire,
COMP01119,EMP00711,2026-05-12,,159000,New Hire,
COMP01120,EMP00712,2026-02-17,,118000,New Hire,
COMP01121,EMP00713,2024-02-07,,154000,New Hire,
COMP01122,EMP00713,2025-02-06,154000.0,159500,Annual Merit Increase,3.7
COMP01123,EMP00713,2026-02-07,159500.0,165000,Annual Merit Increase,3.4
COMP01124,EMP00714,2024-10-09,,198000,New Hire,
COMP01125,EMP00715,2024-07-03,,148000,New Hire,
COMP01126,EMP00715,2025-07-03,148000.0,154500,Annual Merit Increase,4.3
COMP01127,EMP00716,2026-01-28,,128500,New Hire,
COMP01128,EMP00717,2023-01-13,,88500,New Hire,
COMP01129,EMP00717,2024-01-13,88500.0,93000,Annual Merit Increase,5.2
COMP01130,EMP00717,2025-03-06,93000.0,95500,Annual Merit Increase,2.7
COMP01131,EMP00717,2026-05-13,95500.0,106000,Promotion,10.9
COMP01132,EMP00718,2025-07-15,,111500,New Hire,
COMP01133,EMP00718,2026-07-15,111500.0,114500,Annual Merit Increase,2.7
COMP01134,EMP00719,2026-01-18,,113500,New Hire,
COMP01135,EMP00720,2026-04-19,,73000,New Hire,
COMP01136,EMP00721,2024-11-01,,88500,New Hire,
COMP01137,EMP00721,2025-11-01,88500.0,93500,Annual Merit Increase,5.7
COMP01138,EMP00722,2026-03-06,,102000,New Hire,
COMP01139,EMP00723,2023-11-27,,177500,New Hire,
COMP01140,EMP00723,2024-11-26,177500.0,186000,Annual Merit Increase,4.7
COMP01141,EMP00723,2026-01-03,186000.0,191500,Annual Merit Increase,3.1
COMP01142,EMP00724,2026-03-27,,121500,New Hire,
COMP01143,EMP00725,2023-12-23,,78500,New Hire,
COMP01144,EMP00725,2024-12-22,78500.0,82500,Annual Merit Increase,4.8
COMP01145,EMP00725,2026-03-15,82500.0,87500,Annual Merit Increase,5.8
COMP01146,EMP00726,2025-01-27,,113500,New Hire,
COMP01147,EMP00726,2026-01-27,113500.0,116000,Annual Merit Increase,2.0
COMP01148,EMP00727,2026-02-27,,150500,New Hire,
COMP01149,EMP00728,2024-02-02,,67500,New Hire,
COMP01150,EMP00728,2025-02-01,67500.0,70000,Annual Merit Increase,3.5
COMP01151,EMP00729,2024-06-24,,218000,New Hire,
COMP01152,EMP00729,2025-06-24,218000.0,226500,Annual Merit Increase,4.0
COMP01153,EMP00730,2025-12-14,,137500,New Hire,
COMP01154,EMP00731,2025-12-06,,102500,New Hire,
COMP01155,EMP00732,2025-09-14,,124000,New Hire,
COMP01156,EMP00733,2025-11-04,,79000,New Hire,
COMP01157,EMP00734,2025-06-21,,102500,New Hire,
COMP01158,EMP00734,2026-06-21,102500.0,106500,Annual Merit Increase,4.0
COMP01159,EMP00735,2024-07-08,,162000,New Hire,
COMP01160,EMP00736,2024-11-03,,64500,New Hire,
COMP01161,EMP00736,2025-11-03,64500.0,67500,Annual Merit Increase,4.6
COMP01162,EMP00737,2024-03-19,,96000,New Hire,
COMP01163,EMP00737,2025-03-19,96000.0,99500,Annual Merit Increase,3.5
COMP01164,EMP00737,2026-02-09,99500.0,104000,Annual Merit Increase,4.7
COMP01165,EMP00738,2026-05-30,,141000,New Hire,
COMP01166,EMP00739,2025-07-14,,86000,New Hire,
COMP01167,EMP00739,2026-07-14,86000.0,88500,Annual Merit Increase,2.8
COMP01168,EMP00740,2025-01-27,,229500,New Hire,
COMP01169,EMP00740,2026-01-27,229500.0,235000,Annual Merit Increase,2.5
COMP01170,EMP00741,2025-04-20,,71000,New Hire,
COMP01171,EMP00742,2026-06-17,,140000,New Hire,
COMP01172,EMP00743,2024-02-25,,104000,New Hire,
COMP01173,EMP00743,2025-02-24,104000.0,107500,Annual Merit Increase,3.3
COMP01174,EMP00743,2026-02-27,107500.0,117000,Promotion,9.0
COMP01175,EMP00744,2025-08-08,,164500,New Hire,
COMP01176,EMP00745,2025-05-24,,73500,New Hire,
COMP01177,EMP00746,2025-08-14,,83000,New Hire,
COMP01178,EMP00747,2022-11-26,,169500,New Hire,
COMP01179,EMP00748,2026-04-06,,83000,New Hire,
COMP01180,EMP00749,2026-06-23,,95500,New Hire,
COMP01181,EMP00750,2025-07-22,,139500,New Hire,
COMP01182,EMP00750,2026-07-22,139500.0,146500,Annual Merit Increase,5.1
COMP01183,EMP00751,2025-11-16,,137000,New Hire,
COMP01184,EMP00752,2026-05-25,,84000,New Hire,
COMP01185,EMP00753,2025-11-19,,207500,New Hire,
COMP01186,EMP00754,2024-02-14,,76000,New Hire,
COMP01187,EMP00754,2025-02-13,76000.0,78500,Annual Merit Increase,3.4
COMP01188,EMP00754,2025-12-06,78500.0,80000,Annual Merit Increase,2.2
COMP01189,EMP00755,2025-07-19,,82500,New Hire,
COMP01190,EMP00755,2026-07-19,82500.0,87000,Annual Merit Increase,5.5
COMP01191,EMP00756,2025-08-03,,202000,New Hire,
COMP01192,EMP00757,2025-02-10,,171500,New Hire,
COMP01193,EMP00757,2026-02-10,171500.0,175000,Annual Merit Increase,2.1
COMP01194,EMP00758,2025-12-19,,162000,New Hire,
COMP01195,EMP00759,2026-06-09,,274000,New Hire,
COMP01196,EMP00760,2026-06-28,,90000,New Hire,
COMP01197,EMP00761,2025-03-20,,56000,New Hire,
COMP01198,EMP00761,2026-03-20,56000.0,57500,Annual Merit Increase,2.7
COMP01199,EMP00762,2023-11-13,,74000,New Hire,
COMP01200,EMP00762,2024-11-12,74000.0,76000,Annual Merit Increase,2.6
COMP01201,EMP00762,2026-02-07,76000.0,79000,Annual Merit Increase,3.6
COMP01202,EMP00763,2026-07-07,,101000,New Hire,
COMP01203,EMP00764,2026-03-14,,165000,New Hire,
COMP01204,EMP00765,2023-12-09,,101000,New Hire,
COMP01205,EMP00766,2026-05-27,,75500,New Hire,
COMP01206,EMP00767,2026-04-28,,72000,New Hire,
COMP01207,EMP00768,2025-06-23,,152500,New Hire,
COMP01208,EMP00768,2026-06-23,152500.0,156500,Annual Merit Increase,2.7
COMP01209,EMP00769,2025-08-25,,96500,New Hire,
COMP01210,EMP00770,2025-01-28,,121500,New Hire,
COMP01211,EMP00770,2026-01-28,121500.0,128500,Annual Merit Increase,5.9
COMP01212,EMP00771,2023-03-19,,99000,New Hire,
COMP01213,EMP00772,2024-11-15,,117500,New Hire,
COMP01214,EMP00772,2025-11-15,117500.0,124500,Annual Merit Increase,5.9
COMP01215,EMP00773,2026-02-20,,142000,New Hire,
COMP01216,EMP00774,2022-08-14,,168000,New Hire,
COMP01217,EMP00774,2023-08-14,168000.0,173500,Annual Merit Increase,3.2
COMP01218,EMP00775,2024-10-24,,63500,New Hire,
COMP01219,EMP00775,2025-10-24,63500.0,65000,Annual Merit Increase,2.1
COMP01220,EMP00776,2025-01-06,,97000,New Hire,
COMP01221,EMP00777,2025-06-21,,128000,New Hire,
COMP01222,EMP00777,2026-06-21,128000.0,134000,Annual Merit Increase,4.9
COMP01223,EMP00778,2026-05-29,,256500,New Hire,
COMP01224,EMP00779,2024-11-04,,58500,New Hire,
COMP01225,EMP00779,2025-11-04,58500.0,61000,Annual Merit Increase,4.6
COMP01226,EMP00780,2024-11-08,,58000,New Hire,
COMP01227,EMP00780,2025-11-08,58000.0,61500,Annual Merit Increase,5.8
COMP01228,EMP00781,2025-12-17,,62500,New Hire,
COMP01229,EMP00782,2025-03-30,,97000,New Hire,
COMP01230,EMP00782,2026-03-30,97000.0,99500,Annual Merit Increase,2.4
COMP01231,EMP00783,2024-06-09,,197000,New Hire,
COMP01232,EMP00784,2025-03-01,,65000,New Hire,
COMP01233,EMP00784,2026-03-01,65000.0,69000,Annual Merit Increase,5.9
COMP01234,EMP00785,2024-01-24,,97500,New Hire,
COMP01235,EMP00785,2025-01-23,97500.0,102500,Annual Merit Increase,5.0
COMP01236,EMP00786,2024-03-20,,102500,New Hire,
COMP01237,EMP00786,2025-03-20,102500.0,105000,Annual Merit Increase,2.4
COMP01238,EMP00786,2026-04-03,105000.0,110500,Annual Merit Increase,5.3
COMP01239,EMP00787,2025-05-25,,64000,New Hire,
COMP01240,EMP00788,2025-02-14,,118000,New Hire,
COMP01241,EMP00788,2026-02-14,118000.0,122500,Annual Merit Increase,3.6
COMP01242,EMP00789,2026-05-11,,99000,New Hire,
COMP01243,EMP00790,2024-12-21,,93500,New Hire,
COMP01244,EMP00791,2025-07-03,,127500,New Hire,
COMP01245,EMP00791,2026-07-03,127500.0,132000,Annual Merit Increase,3.4
COMP01246,EMP00792,2025-09-09,,153000,New Hire,
COMP01247,EMP00793,2022-10-27,,71000,New Hire,
COMP01248,EMP00793,2023-10-27,71000.0,73000,Annual Merit Increase,2.6
COMP01249,EMP00793,2024-12-15,73000.0,74500,Annual Merit Increase,2.1
COMP01250,EMP00793,2025-12-24,74500.0,77500,Annual Merit Increase,4.2
COMP01251,EMP00794,2025-10-14,,242000,New Hire,
COMP01252,EMP00795,2024-03-30,,153500,New Hire,
COMP01253,EMP00795,2025-03-30,153500.0,160000,Annual Merit Increase,4.2
COMP01254,EMP00795,2026-03-02,160000.0,165500,Annual Merit Increase,3.5
