ReviewID,EmployeeID,ReviewPeriod,ReviewDate,PerformanceRating,GoalCompletionPct,PromotionRecommended
REV00817,EMP00560,2025-H1,2025-06-20,2.7,53.0,No
REV00818,EMP00560,2025-H2,2025-12-26,3.0,58.9,No
REV00819,EMP00561,2025-H2,2025-11-04,2.6,39.5,No
REV00820,EMP00561,2026-H1,2026-06-15,3.7,72.2,No
REV00821,EMP00563,2023-H2,2023-07-03,5.0,100.0,No
REV00822,EMP00565,2026-H1,2026-03-17,4.4,83.7,Yes
REV00823,EMP00566,2024-H1,2024-01-01,3.0,56.9,No
REV00824,EMP00566,2024-H2,2024-08-09,3.8,63.4,No
REV00825,EMP00566,2025-H1,2025-03-31,3.5,60.5,No
REV00826,EMP00566,2025-H2,2025-11-07,2.9,64.3,No
REV00827,EMP00566,2026-H1,2026-04-28,2.9,52.1,No
REV00828,EMP00569,2023-H2,2023-10-26,4.1,68.4,No
REV00829,EMP00569,2024-H1,2024-06-06,4.6,83.0,No
REV00830,EMP00569,2025-H1,2025-01-10,3.9,64.3,No
REV00831,EMP00569,2025-H2,2025-08-14,4.8,65.0,No
REV00832,EMP00569,2026-H1,2026-03-02,4.8,87.4,No
REV00833,EMP00570,2025-H1,2025-02-16,5.0,95.7,No
REV00834,EMP00572,2026-H2,2026-07-09,3.1,44.9,No
REV00835,EMP00573,2024-H2,2024-09-04,3.7,79.7,No
REV00836,EMP00574,2024-H2,2024-10-30,3.0,47.8,No
REV00837,EMP00574,2025-H1,2025-06-09,3.6,67.7,No
REV00838,EMP00574,2025-H2,2025-12-20,4.0,74.0,No
REV00839,EMP00575,2025-H1,2025-06-28,4.4,86.0,Yes
REV00840,EMP00575,2026-H1,2026-01-30,4.1,80.6,No
REV00841,EMP00576,2025-H2,2025-09-30,4.4,60.5,No
REV00842,EMP00576,2026-H1,2026-05-06,5.0,91.0,No
REV00843,EMP00577,2026-H1,2026-03-24,3.2,51.7,No
REV00844,EMP00578,2025-H1,2025-06-08,3.4,47.0,No
REV00845,EMP00578,2025-H2,2025-12-12,3.4,66.5,No
REV00846,EMP00578,2026-H1,2026-06-17,3.3,40.2,No
REV00847,EMP00582,2025-H1,2025-01-09,3.6,65.5,No
REV00848,EMP00582,2025-H2,2025-08-07,3.4,66.3,No
REV00849,EMP00582,2026-H1,2026-01-31,3.4,48.1,No
REV00850,EMP00582,2026-H2,2026-07-24,3.6,69.1,No
REV00851,EMP00583,2026-H1,2026-06-05,2.1,37.0,No
REV00852,EMP00585,2025-H2,2025-11-28,2.5,44.0,No
REV00853,EMP00585,2026-H1,2026-06-11,3.3,52.2,No
REV00854,EMP00586,2025-H2,2025-12-05,4.1,72.2,No
REV00855,EMP00586,2026-H2,2026-07-20,3.9,69.4,No
REV00856,EMP00587,2024-H1,2024-04-13,4.1,78.9,No
REV00857,EMP00587,2024-H2,2024-11-30,3.5,61.7,No
REV00858,EMP00587,2025-H1,2025-05-14,3.6,50.6,No
REV00859,EMP00588,2025-H2,2025-09-20,2.6,53.5,No
REV00860,EMP00588,2026-H1,2026-04-01,3.4,47.3,No
REV00861,EMP00589,2025-H2,2025-12-18,4.0,70.8,No
REV00862,EMP00589,2026-H1,2026-06-17,4.7,79.0,Yes
REV00863,EMP00590,2024-H2,2024-12-08,3.5,61.8,No
REV00864,EMP00591,2025-H1,2025-02-10,3.8,72.8,No
REV00865,EMP00591,2025-H2,2025-09-03,4.0,72.6,No
REV00866,EMP00591,2026-H1,2026-03-19,3.5,60.0,No
REV00867,EMP00592,2025-H1,2025-06-11,3.0,49.2,No
REV00868,EMP00592,2026-H1,2026-01-12,3.6,66.0,No
REV00869,EMP00594,2025-H1,2025-04-23,3.0,57.9,No
REV00870,EMP00594,2025-H2,2025-11-22,3.7,73.1,No
REV00871,EMP00594,2026-H1,2026-05-25,3.8,80.9,No
REV00872,EMP00595,2024-H2,2024-11-14,1.8,35.2,No
REV00873,EMP00595,2025-H1,2025-06-13,1.0,30.0,No
REV00874,EMP00595,2026-H1,2026-01-24,1.4,30.0,No
REV00875,EMP00596,2025-H1,2025-04-01,3.1,75.6,No
REV00876,EMP00596,2025-H2,2025-10-14,3.2,57.8,No
REV00877,EMP00596,2026-H1,2026-05-10,3.7,70.7,No
REV00878,EMP00600,2026-H1,2026-05-22,3.2,68.0,No
REV00879,EMP00603,2024-H1,2024-02-02,3.7,67.3,No
REV00880,EMP00603,2024-H2,2024-08-09,3.4,63.0,No
REV00881,EMP00604,2025-H2,2025-12-27,3.0,53.7,No
REV00882,EMP00604,2026-H2,2026-07-02,3.5,53.3,No
REV00883,EMP00607,2025-H2,2025-08-28,4.9,88.3,Yes
REV00884,EMP00607,2026-H1,2026-04-09,4.2,65.8,No
REV00885,EMP00608,2024-H1,2024-06-22,3.4,56.3,No
REV00886,EMP00608,2025-H1,2025-01-09,3.1,55.9,No
REV00887,EMP00608,2025-H2,2025-08-18,3.0,45.0,No
REV00888,EMP00608,2026-H1,2026-02-15,2.9,59.5,No
REV00889,EMP00609,2025-H1,2025-02-25,4.3,78.3,No
REV00890,EMP00609,2025-H2,2025-10-09,5.0,85.7,No
REV00891,EMP00609,2026-H1,2026-04-17,4.8,91.7,No
REV00892,EMP00610,2025-H1,2025-06-05,3.1,47.2,No
REV00893,EMP00610,2025-H2,2025-12-09,3.2,46.8,No
REV00894,EMP00611,2026-H1,2026-04-25,3.6,67.0,No
REV00895,EMP00612,2026-H1,2026-01-01,2.7,57.7,No
REV00896,EMP00612,2026-H2,2026-07-24,2.9,42.8,No
REV00897,EMP00615,2026-H1,2026-02-23,4.0,72.7,No
REV00898,EMP00617,2024-H1,2024-04-01,4.7,93.3,Yes
REV00899,EMP00618,2024-H2,2024-08-26,2.9,57.4,No
REV00900,EMP00618,2025-H1,2025-02-18,4.1,81.5,No
REV00901,EMP00618,2025-H2,2025-10-01,2.6,53.6,No
REV00902,EMP00619,2025-H1,2025-01-28,2.6,66.8,No
REV00903,EMP00619,2025-H2,2025-09-01,3.2,53.4,No
REV00904,EMP00619,2026-H1,2026-04-13,3.7,66.0,No
REV00905,EMP00620,2024-H2,2024-08-05,2.9,40.8,No
REV00906,EMP00620,2025-H1,2025-02-16,4.4,91.3,No
REV00907,EMP00621,2024-H2,2024-10-02,3.9,74.5,No
REV00908,EMP00621,2025-H1,2025-03-23,3.9,64.3,No
REV00909,EMP00621,2025-H2,2025-10-29,3.2,60.0,No
REV00910,EMP00621,2026-H1,2026-06-02,3.6,68.5,No
REV00911,EMP00622,2025-H1,2025-02-27,4.9,92.4,No
REV00912,EMP00622,2025-H2,2025-09-10,4.0,68.1,No
REV00913,EMP00622,2026-H1,2026-04-08,4.0,91.8,No
REV00914,EMP00623,2024-H2,2024-09-26,2.4,49.9,No
REV00915,EMP00625,2024-H1,2024-01-07,3.2,68.2,No
REV00916,EMP00627,2025-H2,2025-08-07,4.0,64.6,No
REV00917,EMP00627,2026-H1,2026-02-01,3.0,63.4,No
REV00918,EMP00635,2024-H2,2024-09-13,4.8,86.4,No
REV00919,EMP00635,2025-H1,2025-04-06,4.7,89.1,No
REV00920,EMP00635,2025-H2,2025-11-15,4.1,66.3,No
REV00921,EMP00635,2026-H1,2026-05-15,4.1,84.1,No
REV00922,EMP00636,2026-H1,2026-04-12,3.6,59.7,No
REV00923,EMP00638,2026-H1,2026-01-07,2.6,43.9,No
REV00924,EMP00639,2026-H1,2026-01-19,3.0,34.4,No
REV00925,EMP00640,2025-H1,2025-02-22,2.0,30.1,No
REV00926,EMP00640,2025-H2,2025-09-04,1.7,30.7,No
REV00927,EMP00640,2026-H1,2026-02-23,1.9,33.9,No
REV00928,EMP00641,2026-H2,2026-07-03,3.3,47.6,No
REV00929,EMP00642,2024-H2,2024-10-21,3.6,69.0,No
REV00930,EMP00643,2025-H1,2025-04-03,4.5,89.7,No
REV00931,EMP00643,2025-H2,2025-09-30,3.9,61.3,No
REV00932,EMP00643,2026-H1,2026-03-17,4.4,70.8,No
REV00933,EMP00644,2025-H2,2025-08-13,2.9,54.6,No
REV00934,EMP00644,2026-H1,2026-03-14,3.6,83.0,No
REV00935,EMP00645,2025-H2,2025-11-26,4.0,67.3,No
REV00936,EMP00645,2026-H1,2026-05-18,2.8,47.2,No
REV00937,EMP00646,2024-H2,2024-12-25,3.7,65.3,No
REV00938,EMP00646,2025-H2,2025-07-13,3.9,68.0,No
REV00939,EMP00646,2026-H1,2026-01-13,3.3,58.2,No
REV00940,EMP00647,2024-H1,2024-05-16,3.0,57.1,No
REV00941,EMP00647,2024-H2,2024-12-15,2.7,60.2,No
REV00942,EMP00647,2025-H2,2025-07-04,3.9,71.8,No
REV00943,EMP00647,2026-H1,2026-01-25,2.6,54.7,No
REV00944,EMP00648,2026-H1,2026-02-19,2.9,46.1,No
REV00945,EMP00649,2025-H1,2025-03-29,4.8,77.2,Yes
REV00946,EMP00649,2025-H2,2025-10-20,4.9,85.8,No
REV00947,EMP00649,2026-H1,2026-06-05,4.1,62.3,No
REV00948,EMP00650,2026-H1,2026-01-22,3.7,66.3,No
REV00949,EMP00650,2026-H2,2026-07-14,2.6,41.3,No
REV00950,EMP00651,2024-H2,2024-08-26,4.1,75.7,No
REV00951,EMP00651,2025-H1,2025-04-20,4.7,86.5,No
REV00952,EMP00653,2025-H2,2025-12-20,3.3,55.0,No
REV00953,EMP00653,2026-H1,2026-06-26,3.2,50.8,No
REV00954,EMP00654,2023-H2,2023-09-01,3.2,45.0,No
REV00955,EMP00654,2024-H1,2024-03-13,3.4,56.3,No
REV00956,EMP00654,2024-H2,2024-10-09,2.6,34.4,No
REV00957,EMP00654,2025-H1,2025-05-28,2.8,33.1,No
REV00958,EMP00654,2025-H2,2025-11-27,3.7,76.1,No
REV00959,EMP00654,2026-H1,2026-06-03,2.6,43.9,No
REV00960,EMP00655,2025-H1,2025-05-21,3.5,56.1,No
REV00961,EMP00655,2026-H1,2026-01-11,2.8,60.6,No
REV00962,EMP00657,2023-H2,2023-10-08,1.1,33.6,No
REV00963,EMP00661,2025-H1,2025-01-24,3.8,72.0,No
REV00964,EMP00662,2026-H1,2026-05-12,3.6,56.6,No
REV00965,EMP00663,2026-H2,2026-07-26,3.0,53.1,No
REV00966,EMP00664,2026-H1,2026-02-21,3.8,61.5,No
REV00967,EMP00665,2025-H2,2025-10-15,2.6,38.5,No
REV00968,EMP00665,2026-H1,2026-04-04,3.5,54.0,No
REV00969,EMP00666,2025-H2,2025-08-23,3.3,53.9,No
REV00970,EMP00666,2026-H1,2026-02-07,3.5,63.4,No
REV00971,EMP00667,2025-H1,2025-05-18,4.7,91.1,No
REV00972,EMP00667,2025-H2,2025-12-12,3.6,62.5,No
REV00973,EMP00667,2026-H2,2026-07-19,4.5,84.0,No
REV00974,EMP00674,2024-H2,2024-09-01,3.6,77.1,No
REV00975,EMP00674,2025-H1,2025-03-30,3.1,47.8,No
REV00976,EMP00674,2025-H2,2025-10-27,4.1,79.6,No
REV00977,EMP00674,2026-H1,2026-05-11,2.9,50.7,No
REV00978,EMP00675,2023-H2,2023-10-30,3.5,55.3,No
REV00979,EMP00675,2024-H1,2024-06-21,3.0,51.5,No
REV00980,EMP00675,2024-H2,2024-12-04,2.8,45.9,No
REV00981,EMP00675,2025-H1,2025-06-23,2.4,46.7,No
REV00982,EMP00676,2026-H1,2026-06-20,3.3,59.8,No
REV00983,EMP00677,2026-H1,2026-01-27,4.2,71.0,No
REV00984,EMP00679,2024-H2,2024-07-02,3.2,58.0,No
REV00985,EMP00679,2025-H1,2025-01-04,3.6,72.5,No
REV00986,EMP00679,2025-H1,2025-06-25,2.9,47.5,No
REV00987,EMP00679,2025-H2,2025-12-08,3.1,51.9,No
REV00988,EMP00681,2024-H2,2024-10-02,3.3,52.7,No
REV00989,EMP00681,2025-H1,2025-04-08,3.6,67.2,No
REV00990,EMP00682,2024-H2,2024-08-08,2.2,46.4,No
REV00991,EMP00682,2025-H1,2025-03-28,2.8,61.2,No
REV00992,EMP00686,2025-H2,2025-12-06,3.6,72.2,No
REV00993,EMP00686,2026-H2,2026-07-16,4.2,83.4,No
REV00994,EMP00687,2025-H1,2025-06-06,4.7,82.1,No
REV00995,EMP00687,2025-H2,2025-12-30,4.3,71.6,No
REV00996,EMP00687,2026-H2,2026-07-15,4.9,100.0,Yes
REV00997,EMP00689,2025-H2,2025-07-21,3.6,67.5,No
REV00998,EMP00689,2026-H1,2026-03-09,3.5,55.6,No
REV00999,EMP00691,2025-H2,2025-08-30,3.5,69.0,No
REV01000,EMP00691,2026-H1,2026-02-25,3.4,63.9,No
REV01001,EMP00692,2025-H1,2025-06-08,3.4,59.7,No
REV01002,EMP00695,2026-H2,2026-07-04,3.8,70.4,No
REV01003,EMP00696,2025-H2,2025-11-02,2.8,57.4,No
REV01004,EMP00696,2026-H1,2026-06-14,3.7,69.9,No
REV01005,EMP00697,2024-H2,2024-12-25,1.8,41.7,No
REV01006,EMP00697,2025-H2,2025-07-01,1.7,36.6,No
REV01007,EMP00697,2026-H1,2026-02-17,2.3,41.6,No
REV01008,EMP00699,2025-H1,2025-06-15,1.7,30.0,No
REV01009,EMP00699,2026-H1,2026-01-19,1.9,30.0,No
REV01010,EMP00700,2025-H2,2025-12-05,3.4,57.7,No
REV01011,EMP00700,2026-H2,2026-07-09,3.5,56.1,No
REV01012,EMP00702,2026-H1,2026-03-22,1.7,30.0,No
REV01013,EMP00706,2025-H1,2025-05-22,4.3,65.4,No
REV01014,EMP00706,2025-H2,2025-11-12,4.3,78.2,Yes
REV01015,EMP00706,2026-H1,2026-06-13,4.4,73.4,No
REV01016,EMP00707,2024-H2,2024-07-14,3.8,63.1,No
REV01017,EMP00707,2025-H1,2025-02-23,4.1,65.9,No
REV01018,EMP00707,2025-H2,2025-09-20,4.0,71.4,No
REV01019,EMP00707,2026-H1,2026-05-11,4.0,56.9,No
REV01020,EMP00709,2026-H1,2026-03-15,3.1,62.2,No
REV01021,EMP00710,2025-H2,2025-12-03,2.0,44.2,No
REV01022,EMP00713,2024-H2,2024-08-07,3.0,58.4,No
REV01023,EMP00713,2025-H1,2025-03-01,3.3,55.1,No
REV01024,EMP00713,2025-H2,2025-10-03,2.9,50.7,No
REV01025,EMP00713,2026-H1,2026-03-21,2.9,48.6,No
REV01026,EMP00715,2025-H1,2025-01-01,2.8,71.1,No
REV01027,EMP00715,2025-H2,2025-08-08,3.4,51.9,No
REV01028,EMP00717,2023-H2,2023-07-14,3.5,64.4,No
REV01029,EMP00717,2024-H1,2024-01-13,3.1,62.7,No
REV01030,EMP00717,2024-H2,2024-07-27,3.5,59.8,No
REV01031,EMP00717,2025-H1,2025-01-22,3.2,67.4,No
REV01032,EMP00717,2025-H2,2025-09-04,3.1,51.7,No
REV01033,EMP00717,2026-H1,2026-03-28,2.4,44.5,No
REV01034,EMP00718,2026-H1,2026-01-13,4.4,72.8,Yes
REV01035,EMP00718,2026-H2,2026-07-06,4.3,83.8,No
REV01036,EMP00719,2026-H2,2026-07-19,3.3,53.8,No
REV01037,EMP00721,2025-H1,2025-05-02,3.0,46.7,No
REV01038,EMP00721,2025-H2,2025-12-17,4.0,65.9,No
REV01039,EMP00721,2026-H1,2026-05-31,3.1,60.8,No
REV01040,EMP00723,2024-H1,2024-05-27,4.3,72.3,No
REV01041,EMP00723,2024-H2,2024-12-05,4.2,73.2,No
REV01042,EMP00723,2025-H1,2025-05-21,4.4,81.0,No
REV01043,EMP00723,2025-H2,2025-12-25,4.5,88.2,No
REV01044,EMP00725,2024-H1,2024-06-22,3.3,61.0,No
REV01045,EMP00725,2025-H1,2025-01-10,2.3,48.6,No
REV01046,EMP00725,2025-H2,2025-08-25,3.3,65.0,No
REV01047,EMP00725,2026-H1,2026-03-05,2.9,61.3,No
REV01048,EMP00726,2025-H2,2025-07-28,3.4,67.5,No
REV01049,EMP00726,2026-H1,2026-01-24,3.2,66.0,No
REV01050,EMP00728,2024-H2,2024-08-02,1.6,36.0,No
REV01051,EMP00728,2025-H1,2025-01-24,1.0,32.2,No
REV01052,EMP00728,2025-H2,2025-08-14,2.1,47.9,No
REV01053,EMP00729,2024-H2,2024-12-23,3.5,70.4,No
REV01054,EMP00729,2025-H1,2025-06-10,3.5,44.5,No
REV01055,EMP00729,2025-H2,2025-12-12,3.3,56.6,No
REV01056,EMP00729,2026-H1,2026-06-03,3.3,48.0,No
REV01057,EMP00730,2026-H1,2026-06-14,4.4,72.2,No
REV01058,EMP00731,2026-H1,2026-06-06,4.1,64.9,No
REV01059,EMP00732,2026-H1,2026-03-15,4.1,71.0,No
REV01060,EMP00733,2026-H1,2026-05-05,3.0,56.6,No
REV01061,EMP00734,2025-H2,2025-12-20,1.9,34.0,No
REV01062,EMP00736,2025-H1,2025-05-04,3.1,62.6,No
REV01063,EMP00736,2025-H2,2025-10-25,3.6,62.5,No
REV01064,EMP00736,2026-H1,2026-04-17,3.3,41.3,No
REV01065,EMP00737,2024-H2,2024-09-17,3.6,51.7,No
REV01066,EMP00737,2025-H1,2025-03-24,3.8,49.3,No
REV01067,EMP00737,2025-H2,2025-10-21,3.1,57.3,No
REV01068,EMP00737,2026-H1,2026-04-07,3.2,60.5,No
REV01069,EMP00739,2026-H1,2026-01-12,2.9,54.8,No
REV01070,EMP00740,2025-H2,2025-07-28,3.1,62.0,No
REV01071,EMP00740,2026-H1,2026-03-14,3.7,81.8,No
REV01072,EMP00743,2024-H2,2024-08-25,4.6,80.6,No
REV01073,EMP00743,2025-H1,2025-03-21,4.3,82.8,Yes
REV01074,EMP00743,2025-H2,2025-11-06,4.2,81.2,No
REV01075,EMP00743,2026-H1,2026-06-28,3.6,65.2,No
REV01076,EMP00746,2026-H1,2026-02-12,4.2,76.5,No
REV01077,EMP00750,2026-H1,2026-01-20,3.0,42.1,No
REV01078,EMP00751,2026-H1,2026-05-17,3.2,59.7,No
REV01079,EMP00754,2024-H2,2024-08-14,3.8,79.5,No
REV01080,EMP00754,2025-H1,2025-04-04,2.9,48.0,No
REV01081,EMP00754,2025-H2,2025-10-31,4.0,75.7,No
REV01082,EMP00754,2026-H1,2026-06-17,2.8,52.7,No
REV01083,EMP00755,2026-H1,2026-01-17,4.0,54.4,No
REV01084,EMP00756,2026-H1,2026-02-01,2.8,52.5,No
REV01085,EMP00757,2025-H2,2025-08-11,3.1,52.9,No
REV01086,EMP00757,2026-H1,2026-03-16,3.3,77.8,No
REV01087,EMP00758,2026-H1,2026-06-19,1.9,31.4,No
REV01088,EMP00761,2025-H2,2025-09-18,4.5,85.0,No
REV01089,EMP00761,2026-H1,2026-04-18,3.6,68.2,No
REV01090,EMP00762,2024-H1,2024-05-13,3.2,76.8,No
REV01091,EMP00762,2024-H2,2024-12-19,3.4,60.7,No
REV01092,EMP00762,2025-H1,2025-06-30,3.6,62.4,No
REV01093,EMP00762,2026-H1,2026-01-10,3.1,57.8,No
REV01094,EMP00762,2026-H2,2026-07-04,2.9,59.8,No
REV01095,EMP00765,2024-H1,2024-06-08,3.0,45.4,No
REV01096,EMP00768,2025-H2,2025-12-22,4.5,66.9,Yes
REV01097,EMP00768,2026-H1,2026-06-29,3.8,68.5,No
REV01098,EMP00769,2026-H1,2026-02-23,3.5,63.2,No
REV01099,EMP00770,2025-H2,2025-07-29,3.3,52.3,No
REV01100,EMP00770,2026-H1,2026-01-13,2.6,47.5,No
REV01101,EMP00771,2023-H2,2023-09-17,3.6,59.3,No
REV01102,EMP00772,2025-H1,2025-05-16,4.8,85.7,No
REV01103,EMP00772,2025-H2,2025-11-28,4.4,81.8,Yes
REV01104,EMP00774,2023-H1,2023-02-12,4.2,71.2,No
REV01105,EMP00774,2023-H2,2023-09-01,3.5,51.6,No
REV01106,EMP00775,2025-H1,2025-04-24,3.1,53.2,No
REV01107,EMP00775,2025-H2,2025-10-16,2.3,45.6,No
REV01108,EMP00775,2026-H1,2026-05-23,3.0,50.7,No
REV01109,EMP00776,2025-H2,2025-07-07,4.2,83.3,No
REV01110,EMP00777,2025-H2,2025-12-20,3.7,60.2,No
REV01111,EMP00777,2026-H1,2026-06-18,3.1,46.7,No
REV01112,EMP00779,2025-H1,2025-05-05,3.0,33.8,No
REV01113,EMP00779,2025-H2,2025-11-27,3.5,52.9,No
REV01114,EMP00779,2026-H1,2026-06-04,3.5,75.6,No
REV01115,EMP00780,2025-H1,2025-05-09,2.9,61.3,No
REV01116,EMP00781,2026-H1,2026-06-17,3.6,79.5,No
REV01117,EMP00782,2025-H2,2025-09-28,1.7,30.0,No
REV01118,EMP00782,2026-H1,2026-05-02,2.5,43.8,No
REV01119,EMP00784,2025-H2,2025-08-30,2.4,43.0,No
REV01120,EMP00784,2026-H1,2026-04-13,1.7,33.7,No
REV01121,EMP00785,2024-H2,2024-07-24,3.0,60.7,No
REV01122,EMP00785,2025-H1,2025-03-04,3.4,67.7,No
REV01123,EMP00786,2024-H2,2024-09-18,3.0,56.3,No
REV01124,EMP00786,2025-H1,2025-05-07,3.4,43.1,No
REV01125,EMP00786,2025-H2,2025-10-31,3.6,65.1,No
REV01126,EMP00786,2026-H1,2026-06-18,3.2,53.3,No
REV01127,EMP00787,2025-H2,2025-11-23,2.0,35.6,No
REV01128,EMP00788,2025-H2,2025-08-15,2.8,38.6,No
REV01129,EMP00788,2026-H1,2026-03-15,3.1,53.0,No
REV01130,EMP00791,2026-H1,2026-01-01,3.4,71.1,No
REV01131,EMP00792,2026-H1,2026-03-10,3.6,62.3,No
REV01132,EMP00793,2023-H1,2023-04-27,2.6,52.8,No
REV01133,EMP00793,2023-H2,2023-12-15,1.8,30.0,No
REV01134,EMP00793,2024-H1,2024-06-30,1.7,30.0,No
REV01135,EMP00793,2025-H1,2025-02-12,2.4,41.1,No
REV01136,EMP00793,2025-H2,2025-08-17,2.4,30.0,No
REV01137,EMP00793,2026-H1,2026-02-05,2.1,35.5,No
REV01138,EMP00794,2026-H1,2026-04-14,3.3,58.8,No
REV01139,EMP00795,2024-H2,2024-09-28,2.9,45.4,No
REV01140,EMP00795,2025-H1,2025-03-23,2.0,35.5,No
REV01141,EMP00795,2025-H2,2025-10-09,2.2,46.4,No
REV01142,EMP00795,2026-H1,2026-04-23,1.9,30.8,No
REV01143,EMP00797,2024-H2,2024-07-04,3.2,58.7,No
REV01144,EMP00797,2025-H1,2025-01-13,3.6,73.4,No
REV01145,EMP00797,2025-H2,2025-08-07,3.0,54.5,No
REV01146,EMP00797,2026-H1,2026-01-31,2.5,48.1,No
REV01147,EMP00797,2026-H2,2026-07-16,3.5,72.6,No
REV01148,EMP00798,2025-H2,2025-08-28,3.4,53.9,No
REV01149,EMP00798,2026-H1,2026-03-06,3.6,58.0,No
REV01150,EMP00799,2024-H1,2024-01-02,3.3,50.0,No
REV01151,EMP00799,2024-H2,2024-08-14,3.4,61.7,No
REV01152,EMP00799,2025-H1,2025-02-25,3.5,65.9,No
REV01153,EMP00799,2025-H2,2025-09-11,3.8,59.4,No
REV01154,EMP00801,2025-H2,2025-10-31,3.3,64.2,No
REV01155,EMP00801,2026-H1,2026-05-06,3.6,66.6,No
REV01156,EMP00803,2023-H2,2023-11-27,3.6,63.3,No
REV01157,EMP00803,2024-H2,2024-07-19,2.9,40.8,No
REV01158,EMP00803,2025-H1,2025-01-27,3.5,67.5,No
REV01159,EMP00805,2024-H2,2024-11-20,2.8,48.0,No
REV01160,EMP00805,2025-H2,2025-07-05,2.3,31.5,No
REV01161,EMP00805,2026-H1,2026-01-25,2.4,52.6,No
REV01162,EMP00807,2024-H2,2024-10-23,2.9,46.5,No
REV01163,EMP00807,2025-H1,2025-06-03,2.7,42.3,No
REV01164,EMP00807,2025-H2,2025-12-09,3.5,76.5,No
REV01165,EMP00808,2024-H2,2024-10-22,2.7,41.7,No
REV01166,EMP00808,2025-H1,2025-06-06,2.8,47.2,No
REV01167,EMP00808,2026-H1,2026-01-12,2.9,46.3,No
REV01168,EMP00808,2026-H1,2026-06-27,3.3,63.0,No
REV01169,EMP00809,2023-H2,2023-07-17,3.5,65.0,No
REV01170,EMP00809,2024-H1,2024-02-05,3.3,56.7,No
REV01171,EMP00809,2024-H2,2024-08-05,3.4,79.6,No
REV01172,EMP00809,2025-H1,2025-02-12,3.7,81.2,No
REV01173,EMP00809,2025-H2,2025-09-30,3.4,81.3,No
REV01174,EMP00809,2026-H1,2026-05-13,3.0,48.8,No
REV01175,EMP00810,2025-H2,2025-10-28,2.5,33.7,No
REV01176,EMP00810,2026-H1,2026-06-14,3.8,72.0,No
REV01177,EMP00811,2026-H1,2026-01-28,1.6,30.0,No
REV01178,EMP00812,2023-H2,2023-11-15,4.0,70.7,No
REV01179,EMP00812,2024-H1,2024-06-08,3.1,50.7,No
REV01180,EMP00812,2024-H2,2024-12-21,3.6,35.3,No
REV01181,EMP00812,2025-H2,2025-08-12,3.2,51.1,No
REV01182,EMP00812,2026-H1,2026-03-02,3.3,63.9,No
REV01183,EMP00813,2026-H2,2026-07-17,2.3,53.4,No
REV01184,EMP00814,2025-H2,2025-09-28,3.0,48.3,No
REV01185,EMP00814,2026-H1,2026-03-14,3.9,57.2,No
REV01186,EMP00815,2025-H2,2025-12-11,3.5,56.5,No
REV01187,EMP00815,2026-H1,2026-06-06,3.1,56.1,No
REV01188,EMP00816,2025-H2,2025-09-01,3.3,50.8,No
REV01189,EMP00816,2026-H1,2026-04-02,3.3,49.8,No
REV01190,EMP00817,2025-H2,2025-07-12,3.7,69.3,No
REV01191,EMP00817,2026-H1,2026-02-09,3.2,66.3,No
REV01192,EMP00818,2026-H1,2026-01-12,3.3,66.1,No
REV01193,EMP00819,2024-H2,2024-08-18,3.5,67.6,No
REV01194,EMP00820,2024-H2,2024-09-19,4.5,69.8,No
REV01195,EMP00820,2025-H1,2025-04-24,5.0,87.7,No
REV01196,EMP00823,2025-H1,2025-06-16,3.1,52.6,No
REV01197,EMP00824,2025-H1,2025-02-18,3.4,60.4,No
REV01198,EMP00824,2025-H2,2025-08-02,3.9,69.3,No
REV01199,EMP00824,2026-H1,2026-01-19,3.3,64.3,No
REV01200,EMP00825,2026-H1,2026-04-05,3.5,78.4,No
REV01201,EMP00826,2025-H2,2025-08-04,2.1,30.0,No
REV01202,EMP00826,2026-H1,2026-03-20,2.0,43.5,No
REV01203,EMP00827,2023-H1,2023-06-12,3.0,52.8,No
REV01204,EMP00827,2024-H1,2024-02-01,2.7,57.1,No
REV01205,EMP00827,2024-H2,2024-08-04,3.0,52.2,No
REV01206,EMP00827,2025-H1,2025-03-21,4.0,72.9,No
REV01207,EMP00827,2025-H2,2025-09-18,2.7,48.9,No
REV01208,EMP00829,2026-H1,2026-06-21,3.1,58.9,No
REV01209,EMP00830,2026-H1,2026-04-29,5.0,100.0,Yes
REV01210,EMP00832,2024-H2,2024-11-27,4.8,96.0,Yes
REV01211,EMP00832,2025-H2,2025-07-11,3.3,51.9,No
REV01212,EMP00832,2026-H1,2026-01-10,3.1,60.7,No
REV01213,EMP00833,2024-H2,2024-12-08,3.7,68.5,No
REV01214,EMP00834,2026-H1,2026-04-04,3.9,71.4,No
REV01215,EMP00836,2024-H1,2024-04-16,3.2,58.3,No
REV01216,EMP00839,2026-H1,2026-04-01,3.4,71.1,No
REV01217,EMP00842,2024-H2,2024-12-22,3.1,52.8,No
REV01218,EMP00842,2025-H1,2025-06-07,3.7,54.1,No
REV01219,EMP00842,2025-H2,2025-12-27,3.2,46.5,No
REV01220,EMP00842,2026-H1,2026-06-17,2.9,53.6,No
REV01221,EMP00843,2026-H1,2026-06-15,4.4,69.0,Yes
REV01222,EMP00847,2026-H1,2026-04-12,3.8,62.6,No
REV01223,EMP00849,2025-H1,2025-03-16,3.7,72.0,No
REV01224,EMP00849,2025-H2,2025-10-12,3.7,78.3,No
REV01225,EMP00849,2026-H1,2026-04-17,3.7,51.2,No
